Australian Bureau of Statistics

"2021 Census - counting dwellings, place of enumeration"
"SA1 (EN) by 1-digit level HCFMD Family Household Composition (Dwelling)"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

"1-digit level HCFMD Family Household Composition (Dwelling)","One family household","Multiple family household","Other household","Not applicable","Total",
"SA1 (EN)",
"50501107921",154,4,16,12,181,
"50501107922",118,3,19,0,146,
"50501107923",118,0,27,5,153,
"50501107924",0,0,0,0,0,
"50501107925",161,0,29,18,211,
"50501107926",159,0,36,15,215,
"50501107927",170,4,45,14,232,
"50501108001",115,3,15,6,146,
"50501108002",94,0,12,0,110,
"50501108003",113,4,21,7,142,
"50501108004",49,0,10,0,62,
"50501108005",133,4,30,8,174,
"50501108006",93,0,9,0,99,
"50501108007",160,6,22,10,200,
"50501108008",97,0,18,6,124,
"50501108009",65,0,10,10,81,
"50501108010",105,3,7,6,125,
"50501108011",116,0,17,3,145,
"50501108012",88,0,10,3,101,
"50501108013",72,0,16,0,95,
"50501108014",156,5,45,3,213,
"50501108015",85,5,16,5,109,
"50501108016",0,0,4,0,4,
"50501108017",81,4,15,0,107,
"50501108018",84,3,28,10,124,
"50501108019",132,8,34,9,182,
"50501108020",117,5,16,4,144,
"50501108021",103,3,18,7,129,
"50501108022",114,0,53,12,184,
"50501108023",99,0,7,3,110,
"50501108101",103,4,38,9,152,
"50501108102",112,0,49,18,179,
"50501108103",124,0,43,12,177,
"50501108104",0,0,0,0,0,
"50501108105",83,0,18,8,110,
"50501108106",124,0,41,12,178,
"50501108107",154,4,47,11,215,
"50501108108",103,0,43,18,159,
"50501108109",104,0,37,5,142,
"50501108110",107,0,14,11,130,
"50501108111",115,0,29,11,157,
"50501108112",118,0,43,8,170,
"50501108113",88,4,32,12,134,
"50501108114",137,4,48,13,197,
"50501108115",139,6,48,9,199,
"50501108116",0,0,0,0,0,
"50501108117",143,0,41,9,201,
"50501108118",99,0,25,10,131,
"50501108119",106,0,40,10,162,
"50501108120",79,0,27,4,108,
"50501108121",133,3,33,8,179,
"50501108122",69,0,12,0,84,
"50501108123",134,3,50,9,198,
"50501108124",80,0,21,4,106,
"50501108201",91,6,20,7,117,
"50501108202",122,0,29,8,161,
"50501108203",109,0,27,4,143,
"50501108204",100,0,19,10,127,
"50501108205",95,0,14,4,112,
"50501108206",166,0,50,32,250,
"50501108207",110,7,50,9,166,
"50501108208",83,0,21,6,104,
"50501108209",117,0,151,28,300,
"50501108210",75,4,17,4,104,
"50501108211",168,5,25,8,201,
"50501108212",112,0,15,11,139,
"50501108213",91,0,13,8,115,
"50501108214",99,0,11,9,122,
"50501108215",117,0,22,11,154,
"50501108216",94,4,14,6,115,
"50501108217",115,0,14,7,139,
"50501108218",112,0,13,10,142,
"50501108219",132,0,27,17,177,
"50501108220",115,0,25,10,152,
"50501108221",92,3,13,10,124,
"50501108222",116,0,33,20,165,
"50501108223",145,3,40,21,213,
"50501108224",134,0,24,14,168,
"50501108225",153,6,56,14,234,
"50501108301",112,0,14,6,132,
"50501108302",146,4,28,0,173,
"50501108303",119,0,19,4,147,
"50501108304",106,0,17,3,132,
"50501108305",122,4,20,3,150,
"50501108306",102,0,20,8,130,
"50501108307",80,0,7,3,100,
"50501108308",85,0,17,3,101,
"50501108309",0,0,0,0,0,
"50501108310",104,3,22,0,136,
"50501108311",82,4,22,0,100,
"50501108312",89,3,17,4,112,
"50501108313",65,0,8,3,76,
"50501108314",153,0,18,3,180,
"50501108315",56,5,3,4,73,
"50501108316",60,0,15,4,77,
"50501108317",136,4,32,3,176,
"50501108318",105,0,26,6,138,
"50501108319",82,0,4,4,89,
"50501108320",67,0,108,29,195,
"50501108321",123,5,9,8,137,
"50501108322",130,6,15,4,156,
"50501108323",97,0,22,5,120,
"50501108324",55,4,18,4,80,
"50501108325",138,5,30,11,177,
"50501108326",193,4,45,22,260,
"50501108327",90,0,17,9,110,
"50501108328",0,0,0,0,0,
"50501108329",0,0,0,0,0,
"50501108330",0,0,3,0,3,
"50501108331",83,0,18,4,114,
"50502108401",145,3,41,14,202,
"50502108402",125,7,40,0,176,
"50502108403",144,0,55,21,225,
"50502108404",147,4,131,27,310,
"50502108405",149,0,158,31,348,
"50502108406",87,3,19,3,113,
"50502108407",75,0,29,7,114,
"50502108408",80,0,34,10,119,
"50502108409",117,4,28,11,164,
"50502108410",106,3,39,5,152,
"50502108411",111,0,36,13,162,
"50502108412",184,6,165,40,391,
"50502108413",101,0,97,20,213,
"50502108414",121,4,131,21,282,
"50502108415",119,0,35,3,160,
"50502108416",127,3,66,13,205,
"50502108417",91,0,40,5,139,
"50502108418",157,3,52,8,212,
"50502108419",97,4,41,10,146,
"50502108420",116,0,41,8,169,
"50502108421",150,5,52,9,214,
"50502108422",0,0,0,0,3,
"50502108423",89,0,40,0,133,
"50502108424",76,0,39,7,122,
"50502108425",101,6,62,13,186,
"50502108426",92,5,40,5,140,
"50502108427",118,7,40,10,174,
"50502108428",131,3,40,13,190,
"50502108429",113,5,63,20,202,
"50502108430",128,0,45,7,183,
"50502108431",116,0,50,0,167,
"50502108432",109,3,29,3,144,
"50502108433",136,6,83,17,240,
"50502108434",128,0,187,41,357,
"50502108435",108,0,144,15,264,
"50502108436",92,0,152,17,263,
"50502108437",134,5,149,22,310,
"50502108501",104,7,53,16,181,
"50502108502",81,8,25,9,123,
"50502108503",145,5,114,32,294,
"50502108504",108,0,99,20,231,
"50502108505",106,0,60,23,183,
"50502108506",207,6,108,25,337,
"50502108507",132,6,89,22,242,
"50502108508",169,0,113,21,300,
"50502108509",101,9,49,8,167,
"50502108510",100,5,52,10,164,
"50502108511",86,5,18,11,121,
"50502108512",77,3,33,11,131,
"50502108513",136,5,115,23,272,
"50502108514",83,9,76,18,184,
"50502108515",99,0,125,28,253,
"50502108516",158,0,90,45,292,
"50502108517",139,6,117,21,278,
"50502108518",87,0,80,16,186,
"50502108519",143,3,100,23,266,
"50502108520",169,4,137,38,352,
"50502108521",173,3,136,29,339,
"50502108522",74,4,72,20,170,
"50502108523",142,3,128,46,320,
"50502108524",208,3,153,32,394,
"50502108525",88,0,55,19,162,
"50502108526",148,5,131,22,304,
"50502108527",132,3,95,12,240,
"50502108528",106,0,84,19,208,
"50502108529",146,0,127,26,302,
"50502108530",88,3,61,17,173,
"50502108531",111,9,65,11,196,
"50502108532",58,5,28,5,96,
"50502108533",0,0,0,0,0,
"50502108534",0,0,0,0,0,
"50502108535",119,9,43,16,180,
"50502108536",67,0,34,3,103,
"50502108537",118,6,32,3,163,
"50502108538",0,0,0,0,0,
"50502108539",137,4,22,8,171,
"50502108540",68,3,17,5,100,
"50502108541",95,4,27,6,132,
"50502108542",93,4,65,9,173,
"50502108543",93,7,32,7,132,
"50502108544",70,0,30,4,107,
"50502108701",0,0,0,0,0,
"50502108801",122,0,111,14,247,
"50502108802",6,0,7,0,13,
"50502108803",136,4,113,18,270,
"50502108804",122,0,87,16,223,
"50502108805",135,0,63,14,209,
"50502108806",104,0,35,5,146,
"50502108807",77,0,36,10,125,
"50502108808",109,0,78,17,204,
"50502108809",133,3,79,17,234,
"50502108810",150,0,87,23,264,
"50502108811",145,0,87,20,249,
"50502108812",117,0,71,17,201,
"50502108813",142,0,96,28,264,
"50502108814",177,0,106,34,306,
"50502108815",153,4,94,30,283,
"50502108816",147,3,48,16,214,
"50502108817",97,3,39,6,152,
"50502108818",215,0,193,56,464,
"50502108819",250,3,208,50,506,
"50502108820",152,3,138,22,312,
"50502108821",140,0,113,21,275,
"50502108822",173,0,140,35,347,
"50502108823",140,0,119,21,277,
"50502108824",162,0,163,72,398,
"50502108825",165,0,92,47,306,
"50502108826",123,0,97,20,235,
"50502108827",63,0,44,10,115,
"50502108828",181,5,122,25,334,
"50502108829",128,0,123,20,274,
"50502108830",151,0,79,17,248,
"50502108831",157,0,121,27,307,
"50502108832",78,3,72,17,172,
"50502108833",105,0,27,5,142,
"50502108834",148,0,112,27,284,
"50502108835",151,0,47,11,213,
"50502108901",175,0,62,16,253,
"50502108903",46,0,22,4,78,
"50502108904",0,0,0,0,0,
"50502108905",74,6,63,8,143,
"50502108906",103,0,54,16,167,
"50502108907",123,0,31,5,161,
"50502108909",168,6,66,18,259,
"50502108910",15,0,68,19,99,
"50502108911",99,0,21,8,124,
"50502108912",124,0,24,14,156,
"50502108913",136,3,72,15,231,
"50502108914",193,3,50,15,262,
"50502108915",34,0,0,3,42,
"50502108916",124,3,21,3,145,
"50502108917",110,4,37,12,154,
"50502108918",145,0,36,7,188,
"50502108919",52,0,19,4,73,
"50502108920",95,11,30,8,141,
"50502108921",161,8,62,13,241,
"50502108923",142,0,34,4,185,
"50502108924",142,0,40,11,193,
"50502108925",143,0,13,9,167,
"50502108926",224,3,22,10,256,
"50502108927",86,0,55,10,151,
"50502108928",0,0,0,0,0,
"50502108929",162,7,84,12,269,
"50502108930",169,3,28,9,207,
"50502108931",101,0,27,4,128,
"50502108932",130,8,27,9,168,
"50502108933",168,5,35,8,210,
"50502108934",50,0,16,5,72,
"50502108935",163,3,45,10,218,
"50502108937",0,0,0,0,0,
"50502108938",147,7,29,7,185,
"50502108939",92,0,18,5,113,
"50502108940",76,0,18,3,98,
"50502108941",180,3,23,7,213,
"50502108942",131,0,4,9,148,
"50502108943",150,0,12,3,177,
"50502108944",110,0,13,6,125,
"50502108945",53,0,8,0,59,
"50502108947",80,0,13,5,99,
"50502108948",153,3,24,3,190,
"50502108949",102,5,20,8,129,
"50502108950",116,0,29,4,143,
"50502108951",169,3,22,10,202,
"50502108952",114,0,16,0,138,
"50502108953",141,0,53,4,205,
"50502108954",60,3,13,6,88,
"50502108955",90,0,105,0,193,
"50502108956",81,0,16,3,99,
"50502108957",86,0,23,7,125,
"50502108958",92,0,65,15,171,
"50502108959",69,0,55,3,133,
"50502108960",68,0,10,9,93,
"50502109002",126,0,78,14,217,
"50502109003",90,3,42,7,142,
"50502109004",177,3,201,35,421,
"50502109005",193,5,136,23,355,
"50502109006",108,0,79,8,200,
"50502109007",177,4,115,22,324,
"50502109008",122,5,88,12,223,
"50502109009",145,0,135,20,301,
"50502109010",139,0,74,36,250,
"50502109011",92,0,98,9,196,
"50502109012",134,4,91,14,251,
"50502109013",218,7,140,36,393,
"50502109014",145,0,134,22,295,
"50502109016",244,11,136,23,409,
"50502109017",187,6,117,33,343,
"50502109019",127,0,102,18,253,
"50502109020",181,3,124,34,344,
"50502109021",141,4,119,20,284,
"50502109022",248,6,154,35,443,
"50502109023",211,7,231,30,468,
"50502109024",121,3,90,20,230,
"50502109025",164,0,163,25,356,
"50502109027",179,9,142,30,356,
"50502109028",193,0,143,32,367,
"50502109029",136,0,126,21,286,
"50502109030",186,0,118,26,329,
"50502109031",121,0,88,22,228,
"50502109032",122,5,61,17,200,
"50502109033",154,6,106,20,288,
"50502109034",91,3,79,10,179,
"50502109035",85,0,61,8,162,
"50502109036",127,5,97,17,237,
"50502109101",45,0,86,30,164,
"50502109201",145,0,68,9,228,
"50502109202",189,0,73,25,288,
"50502109203",153,0,113,24,296,
"50502109204",156,3,103,29,293,
"50502109205",161,0,90,22,272,
"50502109206",139,0,93,17,251,
"50502109207",179,0,144,48,366,
"50502109208",113,0,151,38,297,
"50502109209",138,0,148,45,334,
"50502109210",124,0,118,123,364,
"50502109211",104,0,116,71,282,
"50502109212",124,0,157,72,353,
"50502109213",97,0,84,28,212,
"50502109214",86,0,69,31,188,
"50502109215",72,0,112,21,212,
"50502109216",216,0,281,126,622,
"50502109217",164,0,110,26,298,
"50502109218",175,0,58,20,256,
"50502109219",197,4,81,15,296,
"50502109220",102,0,89,36,234,
"50502109221",144,0,154,37,335,
"50502109222",128,0,185,51,365,
"50502109223",113,0,95,19,228,
"50502109224",173,0,152,38,362,
"50502109225",131,0,90,14,233,
"50502109226",144,0,96,17,253,
"50502109227",100,0,91,18,208,
"50502109228",136,0,114,32,288,
"50502109229",59,0,64,21,148,
"50502109230",147,0,44,15,201,
"50502109231",130,0,128,23,283,
"50502109232",166,0,134,30,332,
"50502109301",140,3,143,22,313,
"50502109302",155,7,185,43,391,
"50502109303",139,4,40,7,191,
"50502109304",104,0,41,10,159,
"50502109305",125,3,65,14,198,
"50502109306",152,6,42,13,216,
"50502109307",146,8,39,16,208,
"50502109308",199,8,31,12,247,
"50502109309",84,0,109,10,207,
"50502109310",112,0,210,40,367,
"50502109311",104,4,85,12,203,
"50502109312",143,0,186,19,351,
"50502109313",122,0,131,27,272,
"50502109314",92,4,74,19,188,
"50502109315",91,0,74,5,175,
"50502109316",141,5,17,10,170,
"50502109317",171,4,52,8,241,
"50502109318",127,0,62,16,210,
"50502109319",70,0,34,12,121,
"50502109320",128,7,19,6,158,
"50502109321",158,3,59,17,237,
"50502109322",126,8,41,8,174,
"50502109323",123,4,43,14,181,
"50502109324",88,5,28,3,119,
"50502109325",99,0,28,3,130,
"50502109326",96,4,27,13,139,
"50502109327",250,7,47,15,320,
"50502109328",102,5,29,11,143,
"50502109329",274,7,43,8,338,
"50502109330",0,0,3,0,7,
"50502109401",74,0,55,18,141,
"50502109402",105,0,71,25,202,
"50502109403",180,3,79,32,295,
"50502109404",114,0,51,17,181,
"50502109405",178,0,79,18,280,
"50502109406",199,4,68,24,298,
"50502109407",104,3,34,29,170,
"50502109408",105,0,53,10,169,
"50502109409",128,4,40,21,183,
"50502109410",134,0,28,17,181,
"50502109411",109,5,30,9,144,
"50502109412",144,0,53,17,219,
"50502109413",78,0,18,3,93,
"50502109414",140,0,31,14,188,
"50502109415",92,0,36,14,144,
"50502109416",0,0,0,0,0,
"50502109417",111,0,141,12,273,
"50502109418",98,0,13,13,128,
"50502109419",90,0,58,26,175,
"50502109501",84,5,106,32,223,
"50502109502",99,0,145,27,268,
"50502109503",115,0,131,38,289,
"50502109504",88,0,89,11,182,
"50502109505",121,0,137,18,274,
"50502109506",124,3,150,19,293,
"50502109507",125,6,114,15,260,
"50502109508",132,3,135,21,290,
"50502109509",83,5,95,18,201,
"50502109510",100,0,130,22,249,
"50502109511",181,0,186,36,405,
"50502109512",126,0,131,25,282,
"50502109513",130,3,71,26,233,
"50502109514",151,0,120,38,308,
"50502109515",99,0,88,10,202,
"50502109516",124,0,157,21,305,
"50502109517",108,0,94,24,225,
"50502109518",78,0,45,5,134,
"50502109519",100,0,103,15,217,
"50502109520",121,4,124,22,272,
"50502109521",102,0,49,8,162,
"50502109522",95,0,99,24,219,
"50502109523",129,0,135,15,282,
"50502109524",118,0,106,14,235,
"50502109525",98,0,104,26,222,
"50502109526",136,0,71,23,235,
"50502109527",104,6,58,11,177,
"50502109528",119,0,115,53,276,
"50502109601",136,0,111,15,255,
"50502109602",67,0,157,63,291,
"50502109603",111,0,25,6,147,
"50502109604",109,0,25,6,143,
"50502109605",188,4,25,16,226,
"50502109606",85,0,19,0,108,
"50502109607",103,4,54,7,170,
"50502109608",194,0,175,57,425,
"50502109609",72,0,19,0,94,
"50502109610",106,3,22,5,143,
"50502109611",142,4,50,4,196,
"50502109612",146,3,46,11,210,
"50502109613",126,3,38,6,181,
"50502109614",103,6,31,5,143,
"50502109615",100,0,22,5,134,
"50502109616",155,5,57,14,233,
"50502109617",162,0,43,8,216,
"50502109618",171,0,51,11,238,
"50502109619",115,3,36,7,164,
"50502109620",147,0,46,7,206,
"50502109621",129,0,56,21,210,
"50502109622",36,0,10,6,49,
"50502109623",136,3,31,14,176,
"50502109624",347,8,72,27,449,
"50502109625",113,0,24,8,159,
"50502109626",125,8,28,5,163,
"50502109627",0,0,0,0,0,
"50502109628",150,5,36,12,205,
"50502109629",117,0,57,6,185,
"50502109630",117,5,58,14,195,
"50502109631",156,5,23,7,184,
"50502109701",70,0,38,5,118,
"50502109702",86,0,53,7,145,
"50502109703",83,0,58,16,157,
"50502109704",160,4,95,25,287,
"50502109705",125,5,70,22,227,
"50502109706",133,6,46,12,197,
"50502109707",83,0,62,6,155,
"50502109708",102,6,58,14,175,
"50502109709",139,0,62,12,216,
"50502109710",130,0,224,34,379,
"50502109711",96,0,79,17,201,
"50502109712",163,7,119,18,300,
"50502109713",170,4,191,37,395,
"50502109714",98,0,78,18,192,
"50502109715",187,0,93,23,303,
"50502109716",223,5,149,28,404,
"50502109717",155,0,83,34,280,
"50502109718",130,4,57,12,204,
"50502109719",171,0,128,29,321,
"50502109720",170,0,97,20,289,
"50502109721",146,0,123,35,303,
"50502109722",191,0,143,19,357,
"50502109723",175,5,181,26,387,
"50502109724",115,0,92,19,230,
"50502109725",77,0,18,0,101,
"50502109726",43,0,268,60,372,
"50502109727",129,0,64,15,208,
"50502109728",92,0,121,37,251,
"50502109729",103,3,49,4,164,
"50502109730",137,0,33,5,178,
"50502109731",137,3,21,18,179,
"50502109732",135,0,23,4,169,
"50502109733",154,0,49,11,218,
"50502109734",0,0,0,0,0,
"50502130101",84,5,18,0,106,
"50502130102",74,5,22,3,102,
"50502130103",86,3,25,4,113,
"50502130104",73,5,28,7,105,
"50502130105",97,4,8,6,111,
"50502130106",110,4,35,8,157,
"50502130107",0,0,0,0,0,
"50502130108",105,0,16,8,132,
"50502130109",124,9,43,12,179,
"50502130110",81,5,52,9,146,
"50502130111",115,15,48,7,178,
"50502130112",91,0,40,4,138,
"50502130113",32,0,19,0,54,
"50502130114",39,0,6,4,46,
"50502130115",75,4,18,3,105,
"50502130116",100,5,35,7,149,
"50502130117",137,0,59,13,201,
"50502130118",138,7,40,11,201,
"50502130119",115,10,28,14,164,
"50502130120",90,0,9,5,103,
"50502130121",85,7,49,4,155,
"50502130122",74,8,34,7,119,
"50502130123",117,4,92,18,236,
"50502130124",113,5,40,10,167,
"50502130125",91,0,52,3,150,
"50502130126",77,3,27,8,116,
"50502130127",126,0,41,9,179,
"50502130128",135,12,116,42,311,
"50502130129",141,3,54,7,204,
"50502130130",133,0,46,11,188,
"50502130131",73,0,4,3,87,
"50502130132",83,0,42,6,131,
"50502130133",73,0,13,6,94,
"50502130201",150,0,65,12,232,
"50502130202",61,0,64,12,140,
"50502130203",176,3,45,9,231,
"50502130204",175,5,72,23,264,
"50502130205",97,3,78,19,200,
"50502130206",108,6,144,52,313,
"50502130207",67,6,41,8,116,
"50502130208",105,0,93,14,207,
"50502130209",109,4,84,13,210,
"50502130210",109,0,126,23,259,
"50502130211",96,4,76,11,190,
"50502130212",140,4,120,13,284,
"50502130213",202,0,119,20,343,
"50502130214",116,0,51,9,178,
"50502130215",115,0,114,21,259,
"50502130216",141,0,116,23,287,
"50502130217",118,0,84,6,208,
"50502130218",146,0,156,25,326,
"50502130219",135,0,62,14,222,
"50502130220",115,3,101,15,232,
"50502130221",159,3,188,49,404,
"50502130222",118,0,33,9,167,
"50502130223",146,0,70,19,233,
"50502130224",151,0,110,18,279,
"50502130225",142,7,88,17,249,
"50502130226",128,0,79,10,221,
"50503109801",139,6,36,7,189,
"50503109802",119,3,31,13,165,
"50503109803",110,10,38,8,168,
"50503109804",78,0,25,4,111,
"50503109805",108,0,31,3,146,
"50503109806",93,5,54,11,158,
"50503109807",76,5,56,12,157,
"50503109808",80,9,28,4,125,
"50503109809",64,0,34,6,109,
"50503109810",140,4,75,15,232,
"50503109811",98,5,36,9,143,
"50503109812",58,0,30,8,100,
"50503109813",59,0,46,10,117,
"50503109814",121,8,44,6,175,
"50503109815",91,4,55,15,166,
"50503109816",72,0,22,4,98,
"50503109817",90,9,18,4,119,
"50503109818",0,0,0,0,0,
"50503109819",123,0,61,8,189,
"50503109820",140,12,37,4,193,
"50503109821",131,5,51,10,196,
"50503109822",136,9,43,6,194,
"50503109823",141,4,21,3,171,
"50503109824",113,8,35,7,166,
"50503109825",117,9,31,10,160,
"50503109826",48,6,13,4,70,
"50503109827",122,5,27,0,157,
"50503109828",130,5,34,8,175,
"50503109829",121,6,20,12,159,
"50503109901",150,0,112,30,290,
"50503109902",186,8,35,8,241,
"50503109903",84,0,119,39,244,
"50503109904",87,0,27,5,123,
"50503109905",140,6,36,15,195,
"50503109906",119,3,26,9,157,
"50503109907",144,3,36,6,199,
"50503109908",0,0,0,0,0,
"50503109910",132,3,32,13,180,
"50503109911",73,0,16,5,89,
"50503109913",108,4,16,3,128,
"50503109915",162,8,44,20,221,
"50503109916",92,3,31,8,136,
"50503109917",123,4,53,6,182,
"50503109918",127,5,43,12,187,
"50503109919",135,4,27,9,170,
"50503109920",56,5,16,4,77,
"50503109921",131,8,35,8,176,
"50503109923",89,0,32,0,126,
"50503109925",168,3,41,8,214,
"50503109929",146,5,82,29,252,
"50503109930",98,0,47,8,159,
"50503109931",115,4,48,14,183,
"50503109932",122,11,75,5,211,
"50503109933",102,0,31,15,149,
"50503109934",124,0,146,29,293,
"50503109936",130,3,18,9,157,
"50503109937",119,0,84,34,232,
"50503109938",98,0,33,11,146,
"50503109939",72,3,16,4,99,
"50503109940",132,0,108,22,265,
"50503109941",66,7,29,7,102,
"50503109943",117,5,46,14,176,
"50503109944",142,4,78,28,246,
"50503109945",127,7,16,4,154,
"50503109946",68,0,40,7,121,
"50503109948",120,5,56,8,188,
"50503109949",187,9,41,13,246,
"50503109950",104,0,105,21,231,
"50503109952",109,4,28,8,150,
"50503109953",114,6,32,9,159,
"50503109954",131,0,37,6,170,
"50503109955",106,0,40,6,156,
"50503109956",117,3,54,13,191,
"50503109957",145,3,48,10,206,
"50503109958",72,0,23,6,104,
"50503109959",85,0,10,6,107,
"50503109960",124,6,40,8,176,
"50503109961",114,6,62,11,191,
"50503109962",80,5,43,5,131,
"50503109963",100,6,24,6,134,
"50503109964",70,0,75,12,152,
"50503109965",80,7,14,12,109,
"50503109966",92,3,42,7,140,
"50503109967",0,0,0,0,0,
"50503110001",148,0,15,6,178,
"50503110002",118,3,12,7,143,
"50503110005",112,4,28,5,155,
"50503110006",117,9,40,9,175,
"50503110008",144,3,24,5,176,
"50503110009",132,9,50,10,193,
"50503110010",146,7,82,21,254,
"50503110011",142,3,56,9,218,
"50503110012",5,0,0,0,5,
"50503110013",70,0,14,3,91,
"50503110014",162,4,36,13,213,
"50503110015",107,5,17,9,133,
"50503110016",158,3,25,3,192,
"50503110017",130,0,15,7,155,
"50503110018",131,9,16,12,160,
"50503110019",117,3,9,7,135,
"50503110020",168,13,22,8,197,
"50503110024",175,5,48,5,237,
"50503110025",154,0,19,3,170,
"50503110026",95,3,18,3,122,
"50503110028",123,0,12,6,144,
"50503110029",122,0,20,3,144,
"50503110030",131,0,81,11,228,
"50503110031",247,8,38,7,309,
"50503110032",160,3,46,5,212,
"50503110033",163,6,37,12,217,
"50503110034",84,3,24,9,116,
"50503110035",122,3,16,8,148,
"50503110036",135,5,22,6,160,
"50503110037",158,7,31,11,213,
"50503110038",91,4,28,9,129,
"50503110039",157,9,25,5,191,
"50503110040",112,3,24,6,149,
"50503110041",77,5,12,4,98,
"50503110042",112,0,31,13,159,
"50503110043",90,0,26,17,130,
"50503110044",123,0,37,8,166,
"50503110045",142,3,68,9,223,
"50503110046",48,0,21,3,75,
"50503110101",78,6,18,10,108,
"50503110102",77,0,40,3,123,
"50503110103",645,8,229,57,937,
"50503110104",115,6,45,16,182,
"50503110105",91,0,53,6,150,
"50503110108",126,3,45,10,175,
"50503110109",128,3,50,12,197,
"50503110110",161,3,44,15,226,
"50503110111",166,9,42,11,224,
"50503110115",125,8,35,0,165,
"50503110116",155,5,61,8,224,
"50503110117",97,3,41,3,142,
"50503110118",101,3,77,26,205,
"50503110119",70,0,56,6,137,
"50503110120",96,6,38,6,154,
"50503110121",56,0,32,8,96,
"50503110122",104,3,39,11,156,
"50503110123",124,0,36,10,178,
"50503110124",73,3,30,11,121,
"50503110125",81,4,22,7,116,
"50503110126",84,4,16,4,111,
"50503110127",79,0,83,33,196,
"50503110128",85,0,47,10,139,
"50503110129",127,3,39,8,176,
"50503110130",78,0,22,7,108,
"50503110131",0,0,18,0,19,
"50503110132",97,0,69,25,188,
"50503110133",78,0,57,8,146,
"50503110134",131,0,34,9,179,
"50503110135",120,11,55,12,199,
"50503110136",106,3,27,7,141,
"50503110201",95,6,48,11,159,
"50503110202",171,0,111,26,313,
"50503110203",67,0,30,7,106,
"50503110204",98,4,65,15,185,
"50503110205",64,9,19,5,90,
"50503110206",61,0,55,7,116,
"50503110207",90,3,49,7,149,
"50503110208",109,3,61,10,175,
"50503110209",71,0,40,6,114,
"50503110210",69,4,38,11,119,
"50503110211",82,5,53,5,146,
"50503110212",79,7,80,10,177,
"50503110213",102,3,48,12,169,
"50503110214",103,11,50,9,169,
"50503110215",90,0,67,13,173,
"50503110216",103,10,62,11,175,
"50503110217",99,3,72,14,189,
"50503110218",117,4,59,10,194,
"50503110219",119,7,92,16,234,
"50503110220",106,0,99,17,223,
"50503110221",62,0,52,6,121,
"50503110222",90,11,66,13,175,
"50503110401",0,0,0,0,3,
"50503110402",80,3,33,7,122,
"50503110403",137,3,47,11,194,
"50503110404",98,3,51,15,162,
"50503110405",128,6,78,12,220,
"50503110406",73,3,60,22,149,
"50503110407",100,6,32,3,145,
"50503110408",90,0,19,7,121,
"50503110409",86,10,29,9,129,
"50503110410",109,5,59,9,179,
"50503110411",103,6,50,10,169,
"50503110412",85,3,53,14,156,
"50503110413",110,5,44,3,162,
"50503110414",87,5,40,12,143,
"50503110415",132,6,21,4,172,
"50503110416",122,9,53,13,193,
"50503110417",100,3,17,3,119,
"50503110418",99,9,22,3,131,
"50503110419",45,0,15,0,62,
"50503110420",130,5,28,8,167,
"50503110421",112,4,35,5,160,
"50503110422",125,4,28,8,170,
"50503110423",108,3,36,5,145,
"50503110424",115,5,48,9,172,
"50503110425",66,6,16,4,87,
"50503110426",151,12,39,7,200,
"50503110501",124,3,44,23,193,
"50503110502",97,0,29,10,132,
"50503110503",56,0,12,6,77,
"50503110504",77,3,8,0,90,
"50503110505",150,5,32,8,193,
"50503110506",142,5,27,10,185,
"50503110507",158,0,27,9,199,
"50503110508",118,3,13,5,136,
"50503110509",86,3,15,9,116,
"50503110510",163,4,17,9,194,
"50503110512",90,3,14,6,115,
"50503110513",69,3,38,21,135,
"50503110514",172,5,51,24,260,
"50503110515",69,0,21,4,93,
"50503110517",180,0,74,12,268,
"50503110518",160,0,19,6,184,
"50503110519",127,0,12,14,159,
"50503110520",111,5,14,5,134,
"50503110522",160,3,74,15,253,
"50503110523",162,3,13,9,190,
"50503110524",91,0,29,13,138,
"50503110526",115,0,17,3,139,
"50503110528",188,8,52,33,281,
"50503110530",160,6,68,33,264,
"50503110531",131,0,51,13,194,
"50503110532",40,0,7,4,48,
"50503110533",593,15,122,63,789,
"50503110534",98,0,59,10,169,
"50503110536",79,0,27,9,112,
"50503110537",103,5,32,14,162,
"50503110538",97,0,25,8,132,
"50503110539",79,0,14,0,99,
"50503110540",66,0,17,5,84,
"50503110541",117,0,44,25,184,
"50503110542",116,5,11,3,135,
"50503110543",0,0,0,0,0,
"50503110544",111,0,12,9,124,
"50503110545",184,4,42,7,235,
"50503110546",99,0,15,3,118,
"50503110547",252,6,33,9,307,
"50503110548",115,0,27,7,143,
"50503110549",97,8,11,15,127,
"50503110550",72,4,4,4,85,
"50503110551",88,0,36,9,136,
"50503110552",83,0,14,0,102,
"50503110553",94,0,14,9,120,
"50503110602",0,0,0,0,4,
"50503110701",152,3,42,12,215,
"50503110703",81,4,26,8,120,
"50503110704",58,3,15,3,75,
"50503110705",78,12,15,3,111,
"50503110706",64,4,20,11,96,
"50503110707",144,7,26,13,191,
"50503110708",152,7,36,5,201,
"50503110709",91,0,198,21,316,
"50503110710",108,6,21,5,139,
"50503110711",211,8,84,13,317,
"50503110712",97,0,11,8,116,
"50503110713",103,4,7,0,117,
"50503110714",104,4,10,5,123,
"50503110719",155,7,20,5,181,
"50503110720",98,0,116,15,228,
"50503110721",163,5,40,8,224,
