Australian Bureau of Statistics

"2021 Census - counting dwellings, place of enumeration"
"SA1 (EN) by 1-digit level HCFMD Family Household Composition (Dwelling)"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

"1-digit level HCFMD Family Household Composition (Dwelling)","One family household","Multiple family household","Other household","Not applicable","Total",
"SA1 (EN)",
"50401104702",125,7,66,14,205,
"50401104703",111,4,75,17,210,
"50401104704",127,0,57,17,205,
"50401104705",158,0,66,18,234,
"50401104706",129,0,70,15,219,
"50401104707",122,5,45,8,177,
"50401104708",124,7,89,24,245,
"50401104709",160,6,55,11,229,
"50401104710",91,3,65,16,176,
"50401104711",152,4,71,23,251,
"50401104712",156,3,93,24,276,
"50401104713",158,5,103,28,291,
"50401104714",101,4,48,16,157,
"50401104715",0,0,0,0,0,
"50401104716",138,4,104,24,267,
"50401104717",146,6,81,14,251,
"50401104718",109,5,33,13,154,
"50401104719",66,6,27,6,102,
"50401104720",100,0,29,4,134,
"50401104721",122,6,69,17,211,
"50401104722",110,7,46,8,169,
"50401104723",155,5,65,25,242,
"50401104724",110,0,58,10,180,
"50401104725",138,0,64,16,214,
"50401104726",177,9,93,10,284,
"50401104727",151,4,72,19,243,
"50401104728",151,3,62,18,233,
"50401104729",147,7,110,25,278,
"50401104730",105,0,50,16,174,
"50401104731",70,6,45,15,132,
"50401104732",182,6,70,14,266,
"50401104733",189,3,91,11,296,
"50401104734",134,0,53,20,208,
"50401104735",205,8,91,24,326,
"50401104736",151,3,74,18,250,
"50401104737",165,5,67,18,259,
"50401104738",173,3,74,17,259,
"50401104739",172,4,70,8,254,
"50401104740",129,0,72,14,221,
"50401104741",175,6,84,28,287,
"50401104742",114,8,56,8,179,
"50401104743",144,4,68,15,225,
"50401104744",113,0,79,14,210,
"50401104745",95,0,37,7,141,
"50401104801",0,0,0,0,0,
"50401104802",162,5,39,11,211,
"50401104803",99,0,44,8,155,
"50401104804",97,0,37,13,146,
"50401104805",100,0,20,9,129,
"50401104806",130,3,40,13,194,
"50401104807",152,6,46,11,206,
"50401104808",132,6,75,12,224,
"50401104809",136,3,46,18,201,
"50401104810",100,3,55,9,161,
"50401104811",140,0,39,9,191,
"50401104812",116,6,48,8,170,
"50401104813",74,0,31,7,116,
"50401104814",74,0,23,3,109,
"50401104815",142,9,36,12,192,
"50401104816",101,4,32,7,139,
"50401104817",115,9,56,8,186,
"50401104818",70,8,31,9,110,
"50401104819",97,3,41,12,152,
"50401104820",85,0,22,0,112,
"50401104821",73,3,20,3,101,
"50402104901",121,4,45,30,191,
"50402104902",71,3,16,3,87,
"50402104903",50,0,15,6,72,
"50402104904",108,0,35,13,154,
"50402104906",86,4,32,9,135,
"50402104907",134,0,57,14,209,
"50402104908",113,3,38,18,169,
"50402104909",20,0,4,0,27,
"50402104910",64,3,19,14,102,
"50402104911",7,0,0,0,8,
"50402104912",0,0,0,3,3,
"50402104913",0,0,0,0,0,
"50402105001",83,0,15,13,111,
"50402105002",98,0,47,5,154,
"50402105003",0,0,0,0,0,
"50402105004",103,0,35,12,146,
"50402105005",122,0,26,13,165,
"50402105006",114,3,27,14,161,
"50402105007",82,0,27,14,129,
"50402105008",107,0,20,10,136,
"50402105009",93,3,16,4,113,
"50402105011",88,8,25,6,121,
"50402105012",104,0,20,0,136,
"50402105013",146,0,44,22,215,
"50402105014",99,0,21,6,127,
"50402105015",169,0,58,9,243,
"50402105016",65,0,17,10,96,
"50402105017",46,7,11,3,62,
"50402105018",139,3,33,11,190,
"50402105019",81,0,15,14,107,
"50402105020",157,4,34,16,210,
"50402105021",0,0,0,0,0,
"50402105022",134,0,26,10,174,
"50402105101",78,0,39,13,126,
"50402105103",77,6,27,10,113,
"50402105104",110,3,81,28,226,
"50402105105",119,3,105,20,255,
"50402105106",91,3,41,17,149,
"50402105107",109,0,35,12,154,
"50402105108",390,8,158,50,608,
"50402105109",86,5,7,4,102,
"50402105111",100,5,14,6,120,
"50402105112",78,0,23,4,109,
"50402105113",86,0,16,7,112,
"50402105114",107,3,19,12,140,
"50402105115",98,6,63,8,182,
"50402105201",6,0,5,0,5,
"50402105301",115,9,37,10,177,
"50402105302",85,0,28,10,124,
"50402105303",152,3,29,3,191,
"50402105304",181,6,23,14,223,
"50402105305",193,3,38,16,256,
"50402105306",52,0,12,3,72,
"50402105307",59,6,18,0,85,
"50402105308",123,9,40,13,177,
"50402105309",64,0,18,0,83,
"50402105310",77,3,27,4,111,
"50402105311",79,3,15,3,101,
"50402105312",131,4,20,5,164,
"50402105313",59,0,11,4,77,
"50402105314",173,3,38,13,231,
"50402105315",12,0,5,5,23,
"50402105316",112,9,24,5,149,
"50402105317",166,0,26,6,202,
"50402105318",78,3,34,8,122,
"50402105319",88,3,35,11,136,
"50402105320",89,0,26,4,123,
"50402105321",109,4,35,11,159,
"50402105322",94,5,29,3,136,
"50402105323",114,0,33,4,150,
"50402105324",139,5,20,10,180,
"50402105325",97,0,39,7,142,
"50402105326",70,0,18,0,99,
"50402105327",53,0,25,5,87,
"50402105328",73,4,20,5,105,
"50402105329",106,0,36,7,150,
"50402105330",59,0,7,4,65,
"50402105331",102,0,29,10,141,
"50402105332",3,0,0,0,3,
"50402105333",58,0,13,0,73,
"50402105334",93,9,16,6,126,
"50402105335",161,4,59,23,247,
"50402105336",61,3,17,13,96,
"50402105337",80,0,125,20,224,
"50402105338",88,3,24,5,114,
"50402105401",84,0,39,8,132,
"50402105402",45,5,97,8,154,
"50402105403",121,4,51,19,194,
"50402105404",122,4,31,13,173,
"50402105405",66,0,36,20,118,
"50402105406",54,0,33,3,93,
"50402105407",165,3,44,15,227,
"50402105408",142,5,55,10,209,
"50402105409",109,0,65,12,183,
"50402105410",39,0,116,18,173,
"50402105411",108,4,34,12,157,
"50402105412",54,8,56,10,131,
"50402105413",81,0,69,30,186,
"50402105414",57,3,27,7,93,
"50402105415",162,4,48,17,230,
"50402105416",127,8,51,21,205,
"50402105417",94,0,61,10,167,
"50402105418",59,0,34,3,100,
"50402105419",116,0,72,11,196,
"50402105420",95,4,54,15,162,
"50402105421",128,0,70,25,220,
"50402105422",116,0,38,8,162,
"50402105423",134,4,50,13,206,
"50402105424",83,0,28,8,121,
"50402105425",122,3,35,7,165,
"50402105426",133,4,34,11,177,
"50402105427",129,0,68,13,208,
"50402105428",150,11,62,13,231,
"50402105429",68,3,57,18,144,
"50402105430",67,0,52,15,138,
"50402105431",44,0,59,9,116,
"50402105432",270,18,104,32,428,
"50403105501",0,0,0,0,5,
"50403105601",49,0,12,6,66,
"50403105602",81,3,17,0,109,
"50403105603",78,7,22,4,104,
"50403105604",51,3,18,3,79,
"50403105605",93,5,59,7,161,
"50403105606",76,0,52,3,135,
"50403105607",128,6,50,9,193,
"50403105608",148,6,42,7,196,
"50403105609",66,0,16,3,86,
"50403105610",90,3,22,0,118,
"50403105611",84,0,28,3,117,
"50403105612",62,0,29,3,100,
"50403105613",134,0,47,4,188,
"50403105614",103,8,30,15,151,
"50403105615",77,4,18,6,99,
"50403105616",98,9,28,11,141,
"50403105617",93,6,11,5,114,
"50403105618",113,5,25,3,144,
"50403105619",133,5,47,6,202,
"50403105620",101,3,31,10,143,
"50403105621",100,4,23,6,127,
"50403105622",99,0,31,3,136,
"50403105623",111,9,24,4,146,
"50403105624",74,0,20,4,100,
"50403105625",113,3,44,6,172,
"50403105626",105,4,17,3,132,
"50403105627",98,4,13,4,125,
"50403105628",128,8,39,6,181,
"50403105629",106,0,35,4,148,
"50403105630",79,3,30,7,120,
"50403105631",103,0,27,5,133,
"50403105632",10,0,6,3,19,
"50403105633",100,9,42,3,156,
"50403105634",87,5,19,8,119,
"50403105635",109,3,26,7,149,
"50403105636",79,4,9,6,103,
"50403105637",154,0,59,25,230,
"50403105638",82,0,25,10,111,
"50403105639",96,0,23,3,127,
"50403105640",83,0,56,5,144,
"50403105641",145,3,36,7,187,
"50403105642",103,0,25,10,131,
"50403105643",78,0,25,4,111,
"50403105644",68,6,12,4,87,
"50403105645",92,0,33,11,130,
"50403105646",159,11,40,10,220,
"50403105647",85,0,31,7,128,
"50403105648",111,6,25,8,141,
"50403105649",59,4,19,5,83,
"50403105650",0,0,0,0,0,
"50403105651",89,0,21,3,114,
"50403105701",71,0,20,3,97,
"50403105702",125,0,61,4,196,
"50403105703",100,5,56,16,176,
"50403105704",139,6,28,8,183,
"50403105707",85,10,27,3,128,
"50403105708",146,0,34,17,195,
"50403105709",0,0,3,0,5,
"50403105710",114,6,62,11,202,
"50403105711",70,4,33,3,104,
"50403105712",71,0,42,3,119,
"50403105713",89,4,49,8,142,
"50403105715",116,3,29,12,167,
"50403105716",123,5,42,4,175,
"50403105717",107,0,57,10,173,
"50403105718",129,0,36,12,182,
"50403105719",122,3,44,15,179,
"50403105720",120,0,48,7,179,
"50403105721",74,3,23,5,106,
"50403105722",101,0,27,9,133,
"50403105723",137,4,60,16,211,
"50403105724",138,9,21,6,174,
"50403105725",134,9,22,11,180,
"50403105727",125,4,90,19,241,
"50403105728",59,3,30,5,99,
"50403105729",152,4,73,11,245,
"50403105730",101,4,63,9,173,
"50403105731",40,4,17,6,64,
"50403105732",81,0,46,5,136,
"50403105734",70,4,16,0,93,
"50403105735",88,6,10,3,106,
"50403105736",57,9,5,5,75,
"50403105737",94,0,37,9,138,
"50403105738",112,16,31,12,165,
"50403105739",110,7,13,0,136,
"50403105740",114,7,30,4,156,
"50403105741",81,0,40,8,134,
"50403105742",67,3,18,3,94,
"50403105743",156,4,40,3,202,
"50403105744",164,5,26,9,202,
"50403105745",137,0,47,11,190,
"50403105746",0,0,0,0,0,
"50403105747",109,3,34,4,151,
"50403105748",15,5,8,4,34,
"50403105749",84,0,54,13,158,
"50403105750",175,5,53,6,237,
"50403105751",75,6,20,4,102,
"50403105752",129,6,27,4,169,
"50403105753",157,5,45,4,216,
"50403105754",156,7,26,12,200,
"50403105755",34,0,8,0,45,
"50403105756",139,11,23,7,180,
"50403105801",0,0,0,0,0,
"50403105802",84,6,36,16,146,
"50403105803",191,4,72,14,286,
"50403105804",265,3,58,20,350,
"50403105805",62,0,28,10,106,
"50403105806",36,0,22,6,64,
"50403105807",45,0,29,20,94,
"50403105808",99,5,53,16,181,
"50403105809",227,12,56,26,317,
"50403105810",113,5,19,18,152,
"50403105811",120,4,27,32,182,
"50403105812",72,0,27,6,102,
"50403105813",127,4,35,12,179,
"50403106001",77,6,20,17,130,
"50403106002",99,3,19,6,131,
"50403106003",69,6,23,33,132,
"50403106004",90,4,16,6,117,
"50403106005",162,5,21,7,197,
"50403106006",94,7,18,3,117,
"50403106007",80,0,38,29,148,
"50403106008",85,4,23,21,130,
"50403106102",206,5,84,24,317,
"50403106103",0,0,0,0,0,
"50403106104",271,5,145,45,463,
"50403106105",185,3,55,16,258,
"50403106106",93,0,18,7,124,
"50403106108",118,6,53,17,188,
"50403106109",302,3,54,15,371,
"50403106110",59,4,23,9,95,
"50403106111",85,0,42,11,131,
"50403106112",103,5,41,15,167,
"50403106113",79,4,62,25,172,
"50403106114",0,0,4,0,3,
"50403106201",73,0,29,6,115,
"50403106202",329,14,72,33,447,
"50403106203",95,5,36,6,143,
"50403106204",108,9,32,6,147,
"50403106205",112,4,36,10,166,
"50403106206",71,3,21,10,99,
"50403106207",1022,38,287,46,1393,
"50403106208",60,0,47,13,119,
"50403106209",108,4,52,15,182,
"50403106210",59,4,49,13,119,
"50403106211",69,5,55,11,139,
"50403106212",91,3,79,13,187,
"50403106213",78,0,65,20,161,
"50403106214",76,7,31,0,112,
"50403106215",147,7,105,10,269,
"50403106216",175,0,57,11,241,
"50403106217",173,0,70,12,261,
"50403106218",101,9,65,15,185,
"50403106219",92,0,32,0,127,
"50403106220",143,0,88,10,239,
"50403106301",0,0,21,0,21,
"50403106401",0,0,0,0,0,
"50403106501",0,0,0,0,6,
"50403106502",98,8,38,13,153,
"50403106503",93,0,26,23,147,
"50403106504",64,8,25,8,112,
"50403106505",139,16,51,14,223,
"50403106506",88,0,164,10,265,
"50403106507",160,7,54,7,223,
"50403106508",191,4,112,49,365,
"50403106509",108,3,111,11,238,
"50403106510",18,0,6,4,31,
"50403106511",98,3,36,12,158,
"50403106512",113,7,61,8,198,
"50403106513",176,9,159,33,380,
"50403106514",75,0,35,17,123,
"50403106601",85,7,109,18,216,
"50403106602",69,0,92,35,195,
"50403106603",119,0,153,35,310,
"50403106604",124,0,178,43,347,
"50403106605",117,0,187,48,358,
"50403106606",103,0,114,30,253,
"50403106607",118,0,141,47,299,
"50403106608",205,3,281,67,559,
"50403106609",188,3,508,106,802,
"50403106610",41,0,18,3,68,
"50403106611",75,0,34,16,121,
"50403106615",171,0,82,27,278,
"50403106616",72,0,58,21,148,
"50403106617",53,0,121,25,201,
"50403106618",34,0,110,36,178,
"50403106619",132,0,87,29,248,
"50403106620",111,13,74,17,209,
"50403106621",195,3,86,32,314,
"50403106622",98,0,74,21,192,
"50403106623",0,0,0,0,0,
"50403106624",57,3,71,22,152,
"50403106625",79,0,70,15,172,
"50403106626",77,0,30,12,119,
"50403106627",93,8,42,13,146,
"50403106628",73,0,62,11,150,
"50403106701",136,3,69,10,227,
"50403106702",82,0,51,13,150,
"50403106703",75,0,41,10,129,
"50403106704",121,9,28,7,157,
"50403106705",120,5,21,10,154,
"50403106706",73,3,16,6,97,
"50403106707",53,0,10,8,74,
"50403106708",103,4,14,5,125,
"50403106709",123,4,48,7,182,
"50403106711",93,3,62,10,165,
"50403106712",101,0,34,6,143,
"50403106713",101,0,46,9,164,
"50403106714",62,4,44,8,119,
"50403106715",118,3,45,9,173,
"50403106716",153,4,31,10,191,
"50403106717",67,0,18,3,86,
"50403106718",0,0,0,0,0,
"50403106719",0,0,0,0,0,
"50403106720",52,0,47,3,98,
"50403106721",160,9,31,10,204,
"50403106722",67,0,5,3,81,
"50403106801",71,3,9,3,88,
"50403106802",83,6,10,6,102,
"50403106803",88,5,47,27,161,
"50403106804",126,7,28,14,182,
"50403106807",131,9,33,11,191,
"50403106808",86,6,22,13,124,
"50403106809",282,7,39,20,344,
"50403106811",105,4,36,7,158,
"50403106812",75,4,16,14,101,
"50403106813",133,9,26,8,174,
"50403106814",132,3,40,22,199,
"50403106815",121,4,14,3,142,
"50403106817",15,0,0,0,20,
"50403106819",213,5,22,12,257,
"50403106821",161,0,23,10,192,
"50403106822",188,7,37,18,250,
"50403106823",0,0,0,0,0,
"50403106824",136,0,49,9,194,
"50403106825",111,4,30,7,148,
"50403106826",157,0,46,16,218,
"50403106827",91,0,35,7,134,
"50403106828",156,3,67,18,249,
"50403106829",208,4,20,13,246,
"50403106830",40,0,20,12,72,
"50403106831",144,0,48,23,208,
"50403106832",102,5,20,5,128,
"50403106833",163,7,15,14,197,
"50403106901",0,0,0,0,0,
"50403129801",87,0,32,10,128,
"50403129802",134,7,31,7,178,
"50403129803",72,4,11,5,91,
"50403129804",87,0,12,3,110,
"50403129805",138,0,19,4,166,
"50403129806",104,0,34,9,149,
"50403129807",106,4,16,4,129,
"50403129808",127,4,25,6,154,
"50403129809",159,3,27,9,198,
"50403129810",85,0,42,5,136,
"50403129811",65,0,51,11,126,
"50403129812",229,7,42,9,284,
"50403129813",154,3,57,16,233,
"50403129814",95,3,53,7,155,
"50403129815",149,6,29,11,192,
"50403129816",120,0,27,13,164,
"50403129817",156,4,30,5,202,
"50403129818",123,8,23,6,160,
"50403129819",109,7,22,11,141,
"50403129820",130,5,36,16,179,
"50403129821",173,5,40,3,225,
"50403129822",0,0,0,0,0,
"50403129823",134,6,17,12,161,
"50403129824",174,3,56,8,243,
"50403129825",163,9,33,4,210,
"50403129826",110,6,27,0,143,
"50403129827",182,5,85,17,284,
"50403129828",61,4,9,4,79,
"50403129829",163,3,87,18,267,
"50403129830",76,3,33,17,132,
"50403129831",166,3,66,17,252,
"50403129832",187,4,27,10,234,
"50403129833",118,6,14,7,147,
"50403129901",89,3,20,3,119,
"50403129902",120,0,27,8,153,
"50403129903",165,3,39,14,215,
"50403129904",158,7,57,7,225,
"50403129905",107,3,16,8,131,
"50403129906",75,0,9,5,91,
"50403129907",99,0,32,3,138,
"50403129908",152,3,39,3,199,
"50403129909",112,8,23,7,144,
"50403129910",72,4,14,13,105,
"50403129911",51,4,12,13,85,
"50403129912",137,7,34,4,182,
"50403129913",114,4,25,8,148,
"50403129914",29,0,10,0,44,
"50403129915",144,3,41,8,198,
"50403129916",85,0,19,4,112,
"50403129917",154,7,36,12,200,
"50403129918",93,0,19,6,118,
"50403129919",162,8,49,6,219,
"50403129920",92,0,39,8,136,
"50403129921",147,3,32,9,187,
"50403129922",118,4,48,9,179,
"50403129923",114,4,31,14,165,
"50403129924",166,8,22,9,203,
"50403129925",149,5,28,3,190,
"50403130001",205,10,28,6,244,
"50403130002",79,4,11,4,99,
"50403130003",80,3,16,10,107,
"50403130004",83,0,20,3,109,
"50403130005",98,0,97,24,223,
"50403130006",0,0,0,0,0,
"50403130007",55,0,47,5,100,
"50403130008",104,4,53,10,168,
"50403130009",111,0,41,7,155,
"50403130010",118,7,24,10,157,
"50403130011",99,0,55,11,164,
"50403130012",75,4,31,5,119,
"50403130013",135,3,46,9,199,
"50403130014",76,0,23,6,110,
"50403130015",104,0,17,9,133,
"50403130016",111,3,40,8,162,
"50403130017",125,3,50,10,188,
"50403130018",115,6,40,3,167,
"50403130019",79,3,25,0,107,
"50403130020",91,3,35,16,141,
"50403130021",98,5,41,10,158,
"50403130022",51,0,9,9,62,
"50403130023",135,9,27,7,167,
"50403130024",107,0,26,8,144,
"50403130025",50,0,18,3,74,
"50403130026",134,5,24,5,171,
"50403130027",72,0,76,12,161,
"50403130028",86,3,37,9,132,
"50403130029",61,0,22,3,80,
"50403130030",67,8,44,9,128,
"50403130031",88,7,18,8,121,
"50403130032",136,4,32,15,182,
"50403130033",0,0,0,0,0,
"50403130034",78,0,23,9,117,
"50403130035",118,0,15,7,143,
"50403130036",63,3,4,0,79,
"50403130037",81,0,38,3,125,
"50403130038",135,11,19,0,159,
"50403130039",136,0,44,11,191,
"50403130040",69,5,38,7,116,
"50403130041",119,0,48,3,167,
"50403130042",116,3,15,5,147,
"50403130043",91,4,43,3,140,
"50403130044",68,0,38,10,107,
"50403130045",127,0,24,12,167,
"50403130046",69,0,98,20,186,
"50403130047",95,0,24,6,124,
"50403130048",106,6,29,9,146,
"50403130049",223,4,68,19,314,
"50501107001",67,4,25,3,100,
"50501107002",132,3,41,12,185,
"50501107003",75,5,22,3,112,
"50501107004",167,3,65,9,243,
"50501107005",134,0,68,17,215,
"50501107006",121,0,47,10,181,
"50501107007",159,4,60,18,240,
"50501107008",271,5,118,26,416,
"50501107009",107,0,67,13,182,
"50501107010",82,0,33,8,133,
"50501107011",98,0,68,14,179,
"50501107012",117,5,62,10,191,
"50501107013",89,0,31,12,130,
"50501107014",173,5,60,11,253,
"50501107015",174,3,60,7,255,
"50501107016",167,0,88,18,267,
"50501107017",134,0,46,6,188,
"50501107018",164,0,74,15,249,
"50501107019",88,0,46,7,132,
"50501107020",136,5,45,3,186,
"50501107021",105,5,44,11,160,
"50501107022",106,0,69,8,181,
"50501107023",0,0,0,0,0,
"50501107024",71,6,40,3,116,
"50501107101",120,0,31,0,150,
"50501107102",111,0,26,6,139,
"50501107103",122,4,19,7,149,
"50501107104",144,4,20,7,168,
"50501107105",170,0,19,10,198,
"50501107106",46,0,12,9,68,
"50501107107",116,3,21,18,149,
"50501107108",95,0,28,4,131,
"50501107109",70,0,22,12,100,
"50501107110",125,7,29,5,160,
"50501107111",80,3,30,10,118,
"50501107112",115,0,27,6,149,
"50501107113",117,0,55,8,178,
"50501107114",131,3,30,4,166,
"50501107115",92,0,24,5,119,
"50501107116",159,0,31,7,203,
"50501107117",153,4,28,3,187,
"50501107118",181,3,149,32,361,
"50501107119",107,3,10,7,129,
"50501107120",97,0,4,3,109,
"50501107121",90,0,16,0,109,
"50501107122",117,8,17,3,143,
"50501107123",150,5,46,3,200,
"50501107124",152,8,28,7,194,
"50501107125",0,0,0,0,0,
"50501107126",106,0,22,3,134,
"50501107127",109,3,14,0,128,
"50501107128",97,4,20,0,116,
"50501107129",105,5,12,4,127,
"50501107130",86,0,29,11,123,
"50501107131",72,0,8,4,88,
"50501107132",122,0,29,5,162,
"50501107133",56,0,38,6,101,
"50501107134",129,10,17,9,159,
"50501107135",138,7,14,6,167,
"50501107201",72,0,10,4,90,
"50501107202",68,0,17,4,95,
"50501107203",81,0,29,7,114,
"50501107204",176,0,29,15,229,
"50501107205",189,8,26,12,230,
"50501107206",184,0,46,22,247,
"50501107207",133,3,36,20,184,
"50501107208",110,0,32,5,151,
"50501107209",109,3,65,10,186,
"50501107210",113,3,21,12,151,
"50501107211",79,0,15,6,95,
"50501107212",128,0,27,9,158,
"50501107213",150,0,45,9,212,
"50501107214",140,4,73,12,228,
"50501107215",215,4,25,8,251,
"50501107216",180,0,45,8,239,
"50501107217",156,0,32,7,193,
"50501107218",118,0,24,12,145,
"50501107219",142,6,32,7,183,
"50501107220",157,0,64,16,238,
"50501107221",56,0,7,3,68,
"50501107222",89,0,25,4,119,
"50501107223",152,0,34,14,201,
"50501107224",158,7,36,10,212,
"50501107225",115,0,17,8,135,
"50501107226",143,6,28,7,191,
"50501107227",140,0,40,5,187,
"50501107228",171,0,34,6,216,
"50501107229",79,3,14,0,96,
"50501107230",78,3,17,3,106,
"50501107231",195,0,45,16,251,
"50501107232",153,8,38,6,205,
"50501107233",126,0,31,5,166,
"50501107234",97,0,34,6,141,
"50501107301",118,6,54,11,183,
"50501107302",115,0,42,3,166,
"50501107303",129,0,23,10,165,
"50501107304",147,0,46,5,202,
"50501107305",127,0,46,13,190,
"50501107306",74,0,28,8,112,
"50501107307",101,0,32,6,132,
"50501107308",148,5,61,12,217,
"50501107309",90,0,27,4,125,
"50501107310",160,4,55,5,221,
"50501107311",145,3,54,12,213,
"50501107312",67,0,30,11,109,
"50501107313",66,0,17,0,85,
"50501107314",143,0,45,8,195,
"50501107315",88,5,39,7,131,
"50501107316",104,4,39,7,153,
"50501107317",150,6,65,13,227,
"50501107318",102,0,29,3,134,
"50501107319",133,4,86,9,226,
"50501107320",126,0,29,12,175,
"50501107321",176,4,65,11,254,
"50501107322",71,0,43,3,124,
"50501107323",113,0,47,14,172,
"50501107324",101,0,46,3,151,
"50501107325",91,0,21,0,115,
"50501107326",103,0,42,9,157,
"50501107327",117,0,36,7,157,
"50501107328",99,0,23,4,129,
"50501107329",90,0,30,10,127,
"50501107330",85,3,30,5,123,
"50501107331",124,6,25,11,168,
"50501107332",95,0,37,6,138,
"50501107333",0,0,0,0,0,
"50501107334",88,4,44,8,146,
"50501107335",161,0,63,12,241,
"50501107401",110,6,49,13,183,
"50501107402",163,4,32,12,206,
"50501107403",140,4,25,7,180,
"50501107404",198,0,28,10,240,
"50501107405",149,0,27,7,180,
"50501107406",140,0,57,25,223,
"50501107407",84,0,43,4,135,
"50501107408",138,3,58,15,212,
"50501107409",153,7,83,17,250,
"50501107410",92,0,36,6,135,
"50501107411",128,0,44,14,183,
"50501107412",187,6,111,16,319,
"50501107413",106,0,73,7,187,
"50501107414",172,0,62,7,242,
"50501107415",134,0,55,6,200,
"50501107416",193,3,79,18,284,
"50501107417",129,4,50,20,204,
"50501107418",108,0,45,13,172,
"50501107419",140,0,61,14,222,
"50501107420",131,0,11,4,145,
"50501107421",147,14,66,20,241,
"50501107501",172,3,18,9,200,
"50501107502",107,0,23,12,140,
"50501107503",130,0,18,9,154,
"50501107504",160,0,38,18,220,
"50501107505",102,0,20,9,122,
"50501107506",186,0,39,23,247,
"50501107507",70,0,28,7,111,
"50501107508",110,0,63,23,200,
"50501107509",104,4,16,3,133,
"50501107510",217,0,36,7,264,
"50501107511",157,3,15,3,175,
"50501107512",165,4,47,10,223,
"50501107513",171,0,31,11,215,
"50501107514",125,0,68,10,201,
"50501107515",167,3,70,7,249,
"50501107516",123,6,28,8,159,
"50501107517",70,0,5,0,75,
"50501107518",129,4,3,11,150,
"50501107519",72,0,6,8,78,
"50501107520",223,0,56,12,297,
"50501107521",145,6,19,3,173,
"50501107522",202,7,46,35,289,
"50501107523",127,4,33,8,167,
"50501107601",99,4,18,4,134,
"50501107602",113,0,12,3,131,
"50501107603",126,6,18,4,152,
"50501107604",126,4,9,9,149,
"50501107606",69,0,6,6,88,
"50501107607",72,0,16,3,93,
"50501107608",166,10,14,3,188,
"50501107609",160,5,15,8,186,
"50501107611",377,13,29,11,434,
"50501107612",284,5,22,10,319,
"50501107613",24,0,46,3,78,
"50501107614",442,14,39,26,518,
"50501107615",0,0,0,0,0,
"50501107616",310,14,26,9,353,
"50501107617",382,18,38,18,459,
"50501107701",0,0,4,0,4,
"50501107702",82,4,42,6,135,
"50501107703",118,3,65,17,208,
"50501107704",113,0,145,36,298,
"50501107705",41,0,100,23,168,
"50501107706",143,0,45,8,190,
"50501107707",99,3,29,3,135,
"50501107708",158,0,38,10,207,
"50501107709",57,0,7,3,72,
"50501107710",105,0,46,9,158,
"50501107711",96,4,34,10,142,
"50501107712",108,0,39,9,159,
"50501107713",160,0,270,95,519,
"50501107714",142,0,106,22,278,
"50501107715",106,5,57,19,183,
"50501107716",0,0,18,0,18,
"50501107717",72,0,41,5,112,
"50501107718",77,0,18,11,109,
"50501107719",111,0,180,48,338,
"50501107720",118,0,44,8,175,
"50501107721",144,4,53,9,211,
"50501107722",127,0,30,10,167,
"50501107723",156,3,40,9,204,
"50501107724",133,0,43,15,196,
"50501107725",124,0,45,10,182,
"50501107726",88,0,53,7,139,
"50501107727",141,4,50,5,207,
"50501107728",97,5,27,0,128,
"50501107729",94,0,25,5,129,
"50501107730",85,0,29,8,130,
"50501107731",118,4,28,11,153,
"50501107732",129,6,83,21,237,
"50501107733",0,0,3,0,3,
"50501107734",0,0,13,0,13,
"50501107735",91,0,9,5,113,
"50501107736",165,10,30,13,215,
"50501107801",142,0,43,10,202,
"50501107802",98,0,14,5,121,
"50501107803",134,0,56,11,199,
"50501107804",130,0,36,10,169,
"50501107805",113,0,29,0,146,
"50501107806",107,4,16,0,118,
"50501107807",136,0,25,3,168,
"50501107808",146,5,31,12,198,
"50501107809",98,0,20,8,126,
"50501107810",59,3,24,0,89,
"50501107811",171,0,47,10,231,
"50501107812",177,3,32,8,219,
"50501107813",94,0,22,5,119,
"50501107814",78,0,18,4,99,
"50501107815",119,4,22,7,152,
"50501107816",109,0,69,7,192,
"50501107817",125,0,51,4,186,
"50501107818",128,0,32,0,167,
"50501107819",99,0,28,8,133,
"50501107820",87,0,29,0,118,
"50501107821",142,4,51,9,211,
"50501107822",82,0,18,4,103,
"50501107823",162,5,61,16,242,
"50501107824",112,3,28,7,155,
"50501107825",85,3,32,6,128,
"50501107826",3,0,0,0,3,
"50501107827",90,0,31,6,129,
"50501107828",81,0,23,8,103,
"50501107829",131,3,31,8,167,
"50501107830",113,3,17,6,137,
"50501107831",69,0,56,11,135,
"50501107832",0,0,0,0,0,
"50501107833",129,4,111,11,251,
"50501107834",39,0,80,10,130,
"50501107835",50,4,16,6,74,
"50501107901",127,3,16,7,152,
"50501107902",147,0,22,11,177,
"50501107903",66,0,19,0,88,
"50501107904",159,0,113,31,308,
"50501107905",166,0,48,9,219,
"50501107906",174,6,20,13,209,
"50501107907",121,9,9,4,150,
"50501107908",172,0,22,0,196,
"50501107909",139,3,37,12,185,
"50501107910",141,0,30,8,179,
"50501107911",115,0,54,9,180,
"50501107912",146,0,26,4,180,
"50501107913",136,0,71,18,219,
"50501107914",0,0,0,0,0,
"50501107915",143,0,45,14,211,
"50501107916",92,3,19,7,114,
"50501107917",119,0,19,8,141,
"50501107918",100,0,45,15,164,
"50501107919",79,0,9,9,95,
"50501107920",79,0,34,4,124,
