Australian Bureau of Statistics

"2021 Census - counting dwellings, place of enumeration"
"MB (EN) by 1-digit level HCFMD Family Household Composition (Dwelling)"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

"1-digit level HCFMD Family Household Composition (Dwelling)","One family household","Multiple family household","Other household","Not applicable","Total",
"MB (EN)",
"50294920000",36,0,9,7,55,
"50294930000",28,0,11,3,47,
"50293820000",39,0,18,0,54,
"50293840000",13,0,24,0,41,
"50294860000",12,0,11,3,30,
"50294870000",23,0,11,3,37,
"50294880000",43,0,4,3,48,
"50295603000",7,0,13,4,25,
"50295604000",7,0,5,0,8,
"50293880000",43,0,112,18,168,
"50294320000",32,0,11,0,38,
"50294330000",4,0,10,9,20,
"50294960000",0,0,0,0,0,
"50294970000",22,0,5,3,33,
"50294980000",15,0,11,4,31,
"50295120000",16,0,15,0,30,
"50294270000",37,0,7,3,45,
"50295020000",32,0,6,0,39,
"50295030000",34,0,15,0,48,
"50294990000",48,0,0,5,50,
"50295040000",22,0,54,14,84,
"50295050000",31,0,37,3,71,
"50295060000",7,0,12,5,22,
"50295070000",14,0,14,3,32,
"50391060000",0,0,0,0,0,
"50294950000",38,0,9,5,46,
"50295000000",23,0,14,10,47,
"50295010000",38,0,14,4,50,
"50293860000",21,0,5,0,38,
"50294940000",29,0,9,0,41,
"50295100000",44,0,16,3,58,
"50293810000",23,0,4,3,34,
"50295080000",44,0,11,0,59,
"50295090000",30,0,12,0,40,
"50293870000",24,3,5,0,32,
"50295110000",39,0,12,0,46,
"50295591000",22,0,8,0,34,
"50295592000",12,0,0,0,15,
"50316380000",33,0,39,11,88,
"50316560000",32,0,14,5,50,
"50316570000",20,0,35,13,65,
"50316590000",36,0,49,17,96,
"50316330000",45,0,57,11,114,
"50318080000",33,0,23,4,57,
"50318110000",23,0,23,4,49,
"50318290000",28,0,16,0,46,
"50318300000",21,0,10,4,38,
"50318310000",21,0,13,0,33,
"50318320000",0,0,0,0,0,
"50393460000",0,0,0,0,0,
"50317692000",9,0,5,3,11,
"50317820000",32,0,14,7,48,
"50317830000",38,0,4,0,42,
"50317850000",30,0,6,0,43,
"50318090000",25,0,10,3,42,
"50318100000",22,0,19,3,46,
"50317450000",41,0,18,10,72,
"50317460000",39,0,15,6,56,
"50316220000",0,0,0,0,0,
"50316520000",33,0,8,0,40,
"50316530000",27,0,5,5,44,
"50317090000",32,0,13,0,46,
"50317251000",21,0,11,0,32,
"50317300000",0,0,0,0,0,
"50317310000",26,5,28,22,77,
"50316230000",31,0,15,0,46,
"50316250000",26,0,8,3,35,
"50316280000",34,0,25,0,60,
"50316890000",21,0,12,4,34,
"50317691000",16,0,11,0,31,
"50317700000",5,0,23,11,44,
"50317710000",29,0,19,3,52,
"50318065000",0,0,0,0,0,
"50316270000",23,0,10,7,34,
"50316300000",27,0,8,0,33,
"50317180000",0,0,0,0,0,
"50317252000",12,0,11,6,30,
"50317320000",44,0,10,3,57,
"50317330000",28,0,3,0,30,
"50317440000",14,0,9,5,35,
"50316290000",33,0,4,3,42,
"50317190000",0,0,0,0,0,
"50317470000",41,0,12,0,59,
"50317480000",24,0,20,4,47,
"50316240000",31,0,13,0,39,
"50316260000",29,0,14,4,52,
"50317100000",31,0,4,0,42,
"50317420000",15,0,15,0,32,
"50317430000",18,0,5,6,31,
"50393450000",0,0,0,0,0,
"50318370000",46,0,17,6,65,
"50318380000",27,0,14,4,52,
"50318410000",33,0,14,0,51,
"50318420000",24,0,9,6,43,
"50319865000",0,0,0,0,3,
"50319866000",0,0,0,0,0,
"50316310000",29,0,13,0,48,
"50316320000",19,0,19,5,45,
"50316340000",22,0,7,0,31,
"50316370000",19,0,7,0,29,
"50316931000",16,0,12,0,29,
"50317721000",19,0,5,0,33,
"50316932000",8,0,5,0,15,
"50316941000",0,0,3,0,6,
"50316942000",0,0,0,0,0,
"50316943000",12,0,26,17,44,
"50317722000",10,0,0,0,11,
"50317723000",8,0,10,3,18,
"50317750000",44,0,21,3,68,
"50316360000",25,0,4,0,33,
"50316950000",0,0,0,0,0,
"50317730000",26,0,9,5,38,
"50317740000",23,0,10,0,37,
"50317760000",24,0,25,0,49,
"50318063000",5,0,15,3,20,
"50316900000",21,0,25,3,42,
"50318180000",32,0,15,8,54,
"50318190000",45,0,30,5,78,
"50318204000",0,0,0,0,0,
"50318206000",9,0,29,0,41,
"50317770000",12,0,23,6,40,
"50317781000",13,0,35,0,49,
"50317782000",15,0,25,0,48,
"50317790000",0,0,31,9,40,
"50317800000",21,0,21,3,43,
"50317810000",9,0,21,7,40,
"50316910000",27,0,17,0,50,
"50318205000",3,0,6,0,3,
"50318451000",24,0,9,5,30,
"50318452000",17,0,12,12,35,
"50319867000",0,0,4,0,3,
"50319868000",3,0,0,0,3,
"50317840000",16,0,9,6,36,
"50318062000",31,0,39,11,84,
"50318064000",0,0,0,0,4,
"50318140000",20,0,10,4,32,
"50318150000",18,0,30,7,50,
"50318160000",10,0,4,0,14,
"50396730000",24,0,17,3,49,
"50318330000",20,0,19,0,36,
"50318340000",28,0,16,5,57,
"50318350000",0,0,0,0,0,
"50318360000",22,0,13,3,35,
"50319920000",26,0,7,3,34,
"50318460000",26,0,17,0,50,
"50318470000",24,0,14,0,35,
"50318480000",25,0,14,0,39,
"50318490000",31,0,14,5,51,
"50319861000",0,0,0,0,0,
"50319862000",0,0,0,0,0,
"50319864000",0,0,0,0,0,
"50318390000",17,0,40,6,66,
"50318400000",13,0,11,3,30,
"50318430000",23,0,18,6,44,
"50318440000",22,0,16,10,43,
"50319863000",0,0,0,0,0,
"50316350000",26,0,27,6,59,
"50317170000",0,0,0,0,0,
"50318061000",0,0,6,0,10,
"50318170000",36,3,17,0,53,
"50318201000",0,0,0,0,0,
"50318202000",10,0,3,3,19,
"50318203000",0,0,0,3,0,
"50318210000",19,0,20,0,49,
"50319911000",7,0,3,0,12,
"50319912000",0,0,0,0,0,
"50319913000",0,0,0,0,0,
"50319914000",6,0,6,5,9,
"50319915000",0,0,0,0,9,
"50295760000",0,0,0,0,0,
"50296351000",0,0,0,0,0,
"50296352000",29,0,4,0,35,
"50296373000",16,0,3,0,19,
"50391494900",32,0,10,0,44,
"50391536000",38,0,12,6,50,
"50391947000",35,4,14,4,60,
"50296150000",0,0,0,0,0,
"50296800000",7,0,36,3,49,
"50296810000",7,0,12,6,30,
"50296820000",9,0,18,9,36,
"50296830000",5,0,9,4,22,
"50296870000",15,0,6,5,29,
"50296880000",5,0,22,5,29,
"50296890000",9,0,16,4,25,
"50296900000",14,0,25,9,45,
"50296910000",24,0,25,3,51,
"50391435500",17,0,44,7,62,
"50391885900",0,0,0,0,0,
"50048640000",28,0,0,3,32,
"50295870000",41,0,17,3,64,
"50296780000",21,0,8,3,29,
"50296790000",38,0,8,6,56,
"50298150000",20,0,6,0,33,
"50295931000",14,0,12,9,34,
"50295932000",16,0,3,0,24,
"50296850000",22,0,9,5,35,
"50296860000",27,0,6,0,32,
"50296920000",29,0,9,4,39,
"50391530500",0,0,0,0,0,
"50296130000",0,0,0,0,0,
"50296140000",0,0,0,0,0,
"50296930000",25,0,13,0,41,
"50296940000",28,0,11,5,41,
"50296950000",36,4,7,5,54,
"50296960000",13,0,24,4,38,
"50296970000",29,0,14,8,50,
"50297000000",3,0,24,0,27,
"50297010000",13,0,14,3,35,
"50391080000",0,0,0,0,0,
"50391875600",4,0,45,12,65,
"50295790000",0,0,0,0,0,
"50296020000",25,0,6,0,33,
"50297440000",26,0,15,10,55,
"50297580000",11,0,11,3,22,
"50297590000",16,0,21,4,37,
"50297530000",10,0,11,3,22,
"50297550000",36,0,20,3,60,
"50297560000",3,0,39,3,48,
"50297570000",29,0,17,3,45,
"50391704700",12,0,15,6,34,
"50391704800",3,0,20,3,35,
"50296030000",32,0,4,0,37,
"50296060000",26,0,6,0,31,
"50296080000",23,0,10,5,42,
"50297520000",23,0,11,0,30,
"50295680000",9,0,42,3,58,
"50295700000",36,0,9,9,51,
"50296011000",17,0,40,5,67,
"50296014000",0,0,0,0,0,
"50297430000",30,0,12,0,47,
"50297490000",22,3,4,3,40,
"50297500000",29,0,5,0,36,
"50297510000",32,0,15,9,53,
"50392017500",37,0,14,5,55,
"50295660000",14,0,13,3,27,
"50295670000",14,0,16,5,36,
"50295960000",21,0,17,9,46,
"50297740000",18,0,10,3,28,
"50297750000",25,0,21,6,47,
"50391432700",0,0,0,0,0,
"50391925600",0,0,0,0,0,
"50295640000",26,0,7,0,30,
"50295650000",26,0,16,3,36,
"50295991000",0,0,0,0,0,
"50295992000",9,0,6,0,18,
"50295993000",0,0,0,0,0,
"50297720000",36,0,25,0,62,
"50297730000",35,0,16,0,49,
"50297630000",23,0,7,4,33,
"50297640000",27,0,5,4,35,
"50297650000",26,0,6,0,30,
"50297660000",17,0,10,5,30,
"50297670000",23,0,15,5,36,
"50296000000",0,0,0,0,0,
"50297400000",43,0,9,0,45,
"50297420000",27,0,16,0,49,
"50297460000",38,0,6,0,47,
"50297470000",32,0,5,4,42,
"50295850000",9,0,7,6,25,
"50297450000",29,0,15,0,44,
"50391907700",19,0,7,5,27,
"50295900000",43,0,7,0,47,
"50296012000",0,0,0,0,4,
"50297290000",44,0,11,3,60,
"50297300000",39,0,13,0,55,
"50297150000",43,0,8,7,56,
"50297160000",32,0,11,3,47,
"50297170000",41,0,5,0,44,
"50296013000",0,0,7,0,9,
"50297310000",43,0,9,0,58,
"50297320000",46,0,11,0,59,
"50297330000",41,0,9,4,54,
"50297020000",22,0,8,0,35,
"50297030000",32,0,9,0,46,
"50297040000",11,0,19,0,34,
"50297050000",22,0,15,6,34,
"50297060000",6,0,12,8,27,
"50297070000",25,0,16,0,35,
"50297600000",26,0,12,7,41,
"50297610000",33,0,15,0,44,
"50297620000",0,0,0,0,0,
"50297680000",18,0,10,3,32,
"50297690000",20,0,8,0,35,
"50297700000",22,0,12,4,37,
"50297710000",26,0,3,0,32,
"50297340000",23,0,4,0,30,
"50297350000",31,0,9,0,38,
"50297360000",13,0,7,3,23,
"50297370000",21,0,9,8,41,
"50297380000",23,0,15,0,44,
"50297390000",8,0,25,4,33,
"50297180000",46,0,5,3,56,
"50297190000",37,0,10,0,50,
"50297200000",39,0,10,0,49,
"50297220000",10,0,6,0,21,
"50297230000",0,0,0,0,0,
"50297210000",11,0,6,0,20,
"50297240000",16,0,17,0,40,
"50297250000",21,0,18,0,34,
"50297260000",33,0,8,5,50,
"50297270000",15,0,7,4,31,
"50297280000",0,0,0,0,0,
"50231430000",0,0,0,0,0,
"50231460000",0,0,0,0,0,
"50231470000",0,0,0,0,0,
"50231480000",3,0,4,3,9,
"50231490000",0,0,0,0,0,
"50231500000",0,0,0,0,0,
"50231580000",0,0,0,0,0,
"50231590000",0,0,0,0,0,
"50363700000",0,0,0,0,0,
"50363720000",0,0,0,0,0,
"50363730000",0,0,0,0,0,
"50386370000",0,0,0,0,0,
"50391858800",0,0,0,0,0,
"50391945400",0,0,0,5,5,
"50295730000",10,0,10,3,18,
"50296200000",0,0,0,0,0,
"50296210000",0,0,0,0,0,
"50297080000",29,0,40,20,84,
"50297090000",28,0,30,9,57,
"50392069200",0,0,0,0,0,
"50392069300",0,0,0,0,0,
"50295710000",8,0,25,5,38,
"50295720000",5,0,4,0,16,
"50295910000",0,0,0,0,0,
"50296170000",21,0,10,7,32,
"50296271000",0,0,6,0,4,
"50296760000",27,0,20,8,52,
"50296770000",27,0,13,5,43,
"50297100000",18,0,24,3,43,
"50297110000",30,0,15,5,49,
"50297120000",24,0,13,7,38,
"50297130000",10,0,16,11,43,
"50297140000",22,0,11,0,37,
"50296670000",15,0,26,9,43,
"50296681000",11,0,195,36,249,
"50296700000",34,0,16,4,55,
"50296710000",22,0,18,3,43,
"50391857200",11,0,10,9,28,
"50295780000",0,0,0,0,0,
"50296610000",30,0,36,7,81,
"50296660000",31,0,21,4,55,
"50391532700",0,0,4,0,7,
"50391715200",0,0,8,0,9,
"50391960800",5,0,4,0,6,
"50295950000",26,0,11,0,38,
"50296230000",20,4,22,4,49,
"50296251000",0,0,0,0,0,
"50296252000",5,0,13,0,21,
"50296253000",4,0,15,4,32,
"50296254000",5,0,0,0,3,
"50296280000",5,0,6,3,12,
"50296291000",0,0,9,4,13,
"50296292000",0,0,0,0,0,
"50296322000",19,0,9,4,36,
"50296383000",0,0,0,0,0,
"50296384000",5,0,7,6,15,
"50296441000",0,0,0,0,0,
"50296442000",0,0,0,0,0,
"50296443000",0,0,7,0,11,
"50296451000",0,0,0,0,0,
"50296452000",0,0,0,0,0,
"50296481000",0,0,0,0,0,
"50296482000",5,0,3,0,7,
"50363280000",0,0,0,0,0,
"50391465500",22,0,27,14,54,
"50391517500",0,0,0,0,0,
"50391584100",11,0,14,11,35,
"50391907900",7,0,18,6,26,
"50391981500",25,0,12,9,50,
"50392085600",9,0,12,0,25,
"50295740000",22,0,13,5,43,
"50295940000",28,0,15,7,54,
"50296501000",20,0,4,4,28,
"50296502000",5,0,8,3,20,
"50296521000",13,0,18,0,31,
"50296522000",28,0,9,3,36,
"50391612000",15,0,19,3,39,
"50391634500",10,0,7,4,18,
"50391666200",0,0,0,0,0,
"50391966300",0,0,0,0,0,
"50296220000",17,0,8,3,29,
"50296272000",0,0,9,0,10,
"50296273000",0,0,0,0,0,
"50296720000",17,0,23,5,47,
"50296730000",18,0,22,9,48,
"50296740000",10,0,16,3,30,
"50296750000",4,0,5,8,16,
"50295770000",0,0,0,0,0,
"50296530000",0,0,0,0,0,
"50296560000",13,0,11,0,32,
"50296570000",19,0,45,12,75,
"50296580000",8,0,28,7,40,
"50296590000",8,0,17,4,27,
"50296600000",18,0,32,9,58,
"50363290000",0,0,0,0,0,
"50391709900",22,0,32,12,67,
"50391907800",3,0,4,3,16,
"50296341000",65,0,126,36,235,
"50296431000",0,0,0,0,0,
"50296433000",8,0,0,0,11,
"50048650000",17,0,4,0,28,
"50048792000",16,0,3,4,23,
"50049400000",0,0,0,0,0,
"50049980000",24,0,9,4,43,
"50295880000",0,0,0,0,0,
"50295890000",37,0,12,0,45,
"50296420000",41,0,15,0,60,
"50296432000",25,0,30,6,58,
"50296300000",0,0,0,0,0,
"50296342000",18,0,15,3,40,
"50296343000",26,0,10,4,44,
"50391546100",29,0,13,5,46,
"50296321000",18,0,19,3,47,
"50296414000",19,0,29,13,54,
"50391640200",0,0,0,0,0,
"50391883700",33,0,40,9,81,
"50392065800",28,0,46,14,90,
"54072700000",18,0,30,6,57,
"54081800000",19,0,23,9,53,
"54092700000",13,0,33,14,59,
"54081700000",109,0,111,42,255,
"50391666000",15,5,5,0,26,
"50391666100",7,0,10,3,18,
"50392002900",21,0,11,5,34,
"53975400000",13,0,0,5,22,
"54025800000",43,0,46,8,100,
"54046500000",34,0,33,3,71,
"54046600000",0,0,0,0,0,
"50296400000",35,0,38,12,88,
"50296411000",0,0,0,0,0,
"53989700000",37,0,46,10,97,
"53990200000",14,0,11,12,34,
"54074700000",25,0,16,4,44,
"50391565600",34,0,56,19,108,
"53975800000",17,0,69,12,96,
"50284440000",30,0,26,7,67,
"50284460000",29,0,15,4,47,
"50391428500",0,0,0,0,0,
"50391621400",29,0,18,12,51,
"50271180000",28,0,23,5,57,
"50284280000",10,0,29,5,41,
"50284290000",24,0,9,8,38,
"50284310000",26,0,22,9,64,
"50284320000",15,0,13,0,32,
"50284350000",34,0,23,13,67,
"50284360000",20,0,50,9,77,
"50284370000",30,0,28,6,64,
"50284380000",34,0,38,8,73,
"50284300000",32,0,49,12,104,
"50391449800",12,0,28,4,35,
"50391678200",21,0,18,0,37,
"50391863300",9,0,41,4,55,
"50391866100",9,0,10,0,23,
"50048780000",7,0,25,6,41,
"50048791000",9,0,16,0,29,
"50048820000",30,0,7,0,41,
"50049530000",17,0,9,0,32,
"50049570000",5,0,39,6,44,
"50050104000",0,0,0,0,0,
"50050130000",17,0,15,7,38,
"50050580000",11,0,12,9,26,
"53975900000",18,0,22,3,45,
"54082500000",11,0,26,4,41,
"50049580000",17,0,24,4,48,
"50050600000",8,0,20,4,33,
"50050943000",7,0,16,4,19,
"50051340000",11,0,18,3,31,
"50051350000",17,0,23,7,50,
"50048660000",13,0,33,11,49,
"50048770000",15,0,41,15,71,
"50049520000",13,0,20,9,39,
"50050101000",0,0,0,0,0,
"50050470000",18,0,15,7,37,
"50050570000",14,0,20,5,41,
"50391682500",11,0,13,5,30,
"50392012200",14,0,15,0,34,
"50390660000",0,0,0,0,0,
"50390670000",0,0,0,0,3,
"50048980000",23,0,19,3,46,
"50050230000",27,0,13,7,56,
"50050240000",32,0,26,8,65,
"50050670000",0,0,0,0,0,
"50050680000",32,0,3,0,35,
"50051010000",20,0,23,0,39,
"50048200000",0,0,0,0,0,
"50049070000",0,0,0,0,0,
"50049490000",0,0,0,0,0,
"50050040000",0,0,0,0,0,
"50051160000",0,0,0,0,0,
"50051170000",0,0,0,0,0,
"50391696200",0,0,0,0,0,
"50391928200",0,0,0,0,0,
"50392015500",0,0,0,0,0,
"50284520000",86,0,46,12,144,
"50284530000",49,4,51,13,110,
"50284550000",8,0,21,9,45,
"50284560000",15,0,19,4,31,
"50284570000",7,0,36,5,50,
"50284580000",12,0,28,6,41,
"50284590000",23,0,18,6,45,
"50284620000",24,0,31,13,66,
"53975300000",21,0,11,4,34,
"54083800000",27,0,23,0,47,
"50284670000",19,0,18,4,40,
"50284680000",15,0,8,0,27,
"53975200000",43,0,50,11,102,
"54083900000",18,0,33,3,54,
"50284700000",19,0,17,5,42,
"50284710000",36,0,32,12,85,
"50284720000",34,0,46,18,95,
"50284730000",24,0,3,0,31,
"50284740000",33,0,8,4,38,
"50288900000",0,0,0,0,0,
"50390680000",0,0,0,0,0,
"50048310000",35,0,5,0,47,
"50049040000",26,0,13,3,46,
"50049050000",35,0,0,0,42,
"50049421000",44,0,23,5,77,
"50049422000",0,0,0,0,0,
"50050010000",28,0,6,3,31,
"50050480000",28,0,6,3,48,
"50049410000",0,0,0,0,0,
"50049990000",36,0,6,5,44,
"50050462000",26,0,10,0,35,
"50050560000",26,0,8,3,42,
"50050900000",13,0,35,7,56,
"50363410000",0,0,0,0,0,
"50049430000",31,0,7,0,40,
"50050020000",38,0,10,5,46,
"50050490000",28,0,8,0,38,
"50050500000",54,0,3,0,54,
"50048320000",39,0,13,0,53,
"50050070000",25,0,8,0,41,
"50050890000",34,0,6,0,38,
"50391578300",39,0,9,3,54,
"50391664900",0,0,0,0,0,
"50049510000",41,0,12,4,53,
"50050102000",15,0,5,4,27,
"50050103000",0,0,0,0,0,
"50050105000",0,0,0,0,0,
"50050106000",22,0,35,12,72,
"50050550000",31,0,11,0,46,
"50391578200",30,0,23,3,57,
"50391696300",35,0,3,0,37,
"50048800000",27,0,5,4,40,
"50049540000",27,0,4,0,28,
"50049550000",29,0,12,0,40,
"50050110000",5,0,12,0,16,
"50050590000",0,0,0,0,0,
"50050910000",22,0,4,0,31,
"50048330000",4,0,10,0,15,
"50048810000",31,0,6,0,39,
"50049560000",13,0,6,0,23,
"50050120000",35,0,4,0,37,
"50050920000",35,0,5,3,40,
"50051080000",32,0,4,4,41,
"50048340000",5,0,25,11,43,
"50050944000",3,0,4,0,8,
"50391711000",26,0,3,3,26,
"50391711400",21,0,15,0,35,
"50391782800",22,0,12,3,32,
"50392027100",39,0,71,16,127,
"50048832000",16,0,11,0,30,
"50048840000",23,0,7,5,41,
"50050150000",21,0,9,6,35,
"50392004600",50,0,9,3,65,
"50049590000",29,0,12,0,41,
"50050090000",36,0,6,0,43,
"50050540000",36,0,4,0,41,
"50050080000",36,0,3,4,38,
"50050520000",39,0,3,0,42,
"50050530000",35,0,7,0,40,
"50048700000",33,0,7,3,51,
"50049060000",20,0,7,0,31,
"50049440000",39,0,10,0,45,
"50050030000",30,0,5,5,36,
"50048710000",39,0,10,3,55,
"50048720000",49,0,3,0,51,
"50049450000",48,0,0,0,49,
"50050060000",37,0,8,0,48,
"50049460000",34,0,8,3,43,
"50049480000",28,0,7,5,39,
"50050870000",24,0,10,4,37,
"50051360000",42,0,11,3,56,
"50051370000",32,0,10,0,44,
"50048730000",38,0,15,0,50,
"50048740000",17,0,17,5,43,
"50048750000",27,0,5,6,37,
"50049470000",26,0,6,4,36,
"50050050000",26,0,5,0,36,
"50050510000",36,0,0,5,41,
"50048860000",23,0,17,9,40,
"50049611000",25,0,4,3,33,
"50049612000",25,0,8,0,37,
"50050170000",14,0,6,3,29,
"50050942000",0,0,0,3,3,
"50048350000",36,0,15,3,55,
"50048850000",0,0,0,0,0,
"50050160000",35,0,5,4,47,
"50050950000",18,0,9,8,32,
"50050971000",0,0,0,0,0,
"50050972000",11,0,6,0,20,
"50049620000",22,0,8,3,31,
"50050620000",18,0,9,3,33,
"50050630000",23,0,12,5,34,
"50050960000",20,0,12,4,27,
"50051240000",28,0,12,0,38,
"50051250000",26,0,5,3,40,
"50048880000",18,0,14,3,33,
"50048890000",14,0,8,4,27,
"50048960000",32,0,19,7,58,
"50049641000",13,0,12,8,34,
"50049645000",8,0,10,0,20,
"50050180000",24,0,10,9,39,
"50050640000",25,0,10,10,42,
"50050941000",8,0,3,7,17,
"50048900000",25,0,12,0,32,
"50048954000",0,0,0,0,0,
"50048955000",0,0,6,0,13,
"50048970000",15,0,62,6,75,
"50049644000",0,0,0,0,0,
"50049680000",8,0,39,8,61,
"50049690000",37,0,18,7,56,
"50050220000",6,0,30,9,48,
"50051000000",21,0,16,0,38,
"50363480000",0,0,0,0,0,
"50048760000",20,0,16,0,39,
"50051020000",39,0,9,3,51,
"50051090000",13,0,10,0,24,
"50051110000",37,0,8,3,44,
"50048870000",18,0,7,5,35,
"50048910000",15,0,21,0,40,
"50049630000",0,0,0,0,0,
"50049650000",0,0,0,0,0,
"50050190000",24,0,7,4,38,
"50050980000",25,0,5,0,30,
"50391578700",20,0,6,6,30,
"50391980100",19,0,11,0,27,
"50392009100",32,0,27,4,60,
"50391431600",109,4,46,10,167,
"50391644100",22,0,24,10,51,
"50284470000",27,0,32,11,70,
"50284480000",28,0,32,8,66,
"50284490000",36,0,26,17,80,
"50284390000",14,0,29,4,43,
"50284400000",26,0,21,12,57,
"50284410000",58,0,37,7,100,
"50284500000",30,0,48,6,87,
"50284510000",37,0,24,12,76,
"50048940000",8,0,12,3,20,
"50048951000",13,0,10,5,33,
"50048952000",0,0,0,0,0,
"50048953000",0,0,4,0,4,
"50049670000",4,0,14,0,17,
"50050991000",3,0,3,0,11,
"50050992000",60,0,68,17,141,
"50048920000",18,0,39,3,57,
"50048930000",10,0,6,0,21,
"50049660000",13,0,13,5,26,
"50050200000",13,0,10,0,23,
"50050210000",15,0,18,3,37,
"50050660000",12,0,24,4,36,
"50239140000",0,0,0,0,0,
"50239630000",26,0,46,13,76,
"50240010000",11,0,8,4,24,
"50391536500",17,0,0,0,20,
"50391536600",16,0,0,0,21,
"50391579800",13,0,6,3,27,
"50391748900",41,0,41,20,104,
"50391929700",0,0,0,0,0,
"50391937800",43,0,15,4,61,
"50392035300",22,0,10,6,43,
"50391746500",78,0,34,46,157,
"50391767600",105,0,66,58,225,
"50387510000",0,0,0,0,0,
"50387520000",0,0,0,0,0,
"50391741300",0,0,8,0,8,
"50392029700",0,0,0,0,0,
"54063600000",102,0,110,60,276,
"54072000000",19,0,68,29,114,
"50239750000",14,0,26,0,46,
"50239760000",20,0,15,7,43,
"50239770000",35,0,11,5,51,
"50239780000",30,0,10,3,40,
"50391742500",0,0,0,0,0,
"50239350000",22,0,7,7,34,
"50240030000",27,0,32,14,71,
"50391747800",42,0,80,33,156,
"50391747900",0,0,0,0,0,
"50391748200",63,0,92,51,199,
"50239430000",10,0,18,4,36,
"50239450000",36,0,38,6,78,
"50239460000",13,0,34,33,82,
"50391751500",0,0,18,0,26,
"50391751600",26,0,62,15,104,
"50391748000",0,0,11,0,8,
"50391748100",42,0,52,14,110,
"50391749700",50,0,60,20,129,
"50238140000",0,0,4,0,4,
"50239651000",0,0,0,0,0,
"50239652000",0,0,0,0,0,
"50239670000",0,0,0,0,0,
"50239690000",0,0,0,0,0,
"50239700000",0,0,0,0,0,
"50387580000",0,0,0,0,0,
"50391453200",0,0,0,0,0,
"50391460700",0,0,0,0,0,
"54063700000",179,0,213,123,511,
"54068400000",18,0,17,4,40,
"50238160000",14,0,16,0,28,
"50239150000",0,0,0,0,0,
"50239970000",17,0,7,10,29,
"50239990000",19,0,3,6,26,
"50391457900",15,0,9,38,57,
"50391562300",0,0,0,0,0,
"50391720700",22,0,27,25,74,
"50391742600",14,0,4,5,24,
"50392027400",4,0,14,6,28,
"50239580000",14,0,13,13,37,
"50239620000",13,0,44,19,77,
"54063900000",29,0,31,18,74,
"54064300000",12,0,25,14,46,
"54068500000",15,0,35,8,62,
"50239360000",7,0,23,47,76,
"50391749800",34,0,48,21,106,
"50391749900",16,0,12,13,51,
"50391750100",0,0,0,0,0,
"50391750200",32,0,32,20,85,
"50239820000",0,0,0,0,0,
"50239870000",27,0,21,13,63,
"50239880000",8,0,11,3,21,
"50391512200",11,0,5,4,22,
"50391748600",10,0,26,8,42,
"50239382000",36,0,37,23,98,
"50357400000",27,0,43,12,82,
"50391939300",0,0,0,0,0,
"54065800000",36,0,37,21,85,
"54067100000",28,0,33,5,68,
"54072200000",81,0,90,24,194,
"50239180000",0,0,0,0,0,
"50387540000",0,0,0,0,0,
"50239550000",13,0,12,3,32,
"50239790000",15,0,28,11,54,
"50239800000",11,0,19,13,45,
"50391742400",0,0,0,0,0,
"54060400000",0,0,0,0,0,
"54060600000",30,0,41,8,76,
"54064400000",12,0,16,4,30,
"54064500000",35,0,38,18,90,
"54064600000",5,0,33,9,46,
"54065300000",18,0,9,11,41,
"54067700000",9,0,26,9,46,
"50391642600",27,0,16,16,64,
"50391746400",46,0,24,22,97,
"54067200000",13,0,22,6,44,
"54068300000",67,0,47,14,127,
"50239510000",25,0,43,9,76,
"50239520000",24,0,36,3,69,
"50239540000",19,0,28,9,52,
"54067000000",0,0,57,6,66,
"54067800000",16,0,18,5,34,
"50239412000",14,0,3,12,31,
"50239480000",39,0,15,12,62,
"50239490000",4,0,97,11,107,
"50239500000",9,0,27,7,45,
"50357412000",0,0,0,0,0,
"54065400000",16,0,20,7,49,
"54072900000",29,0,36,15,88,
"50238170000",31,0,43,20,91,
"50239730000",21,0,8,7,41,
"50239740000",19,0,9,3,38,
"50239940000",0,0,0,0,0,
"50391743400",0,0,0,0,0,
"50392029800",14,0,4,3,23,
"50239590000",56,0,43,11,110,
"50239831000",22,0,10,14,48,
"50239832000",15,0,0,0,22,
"50239840000",18,0,30,14,62,
"50239861000",0,0,0,0,0,
"50239862000",0,0,0,0,0,
"50239864000",0,0,0,0,0,
"50239310000",33,0,27,18,82,
"50391767500",65,0,45,27,135,
"50392038000",0,0,8,4,10,
"50239112000",0,0,0,0,0,
"50239160000",9,0,8,8,16,
"50239170000",0,0,0,0,0,
"50239600000",0,0,0,0,0,
"50239891000",0,0,0,0,0,
"50239892000",0,0,0,0,0,
"50239900000",3,0,0,0,4,
"50387501000",0,0,0,0,0,
"50387502000",13,0,13,11,37,
"50387503000",0,0,0,4,4,
"50391744900",0,0,0,0,0,
"50391748800",23,0,17,5,47,
"50391930300",14,0,19,0,38,
"50392084800",0,0,4,0,3,
"54019700000",12,0,14,9,41,
"54096100000",18,0,9,5,35,
"54096200000",32,0,39,11,86,
"54096300000",23,0,30,19,69,
"50238120000",31,0,127,34,190,
"50357411000",0,0,4,5,3,
"50357420000",0,0,5,0,8,
"54068100000",22,0,50,16,84,
"54072100000",15,0,27,7,52,
"50239370000",11,0,42,21,75,
"50391439600",0,0,0,0,0,
"50391470800",0,0,0,0,0,
"50391526300",46,0,50,19,120,
