Australian Bureau of Statistics

"2021 Census - counting dwellings, place of enumeration"
"SA1 (EN) by IRSAD Deciles at SA1 Level (Area)"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

"IRSAD Deciles at SA1 Level (Area)","Decile 1","Decile 2","Decile 3","Decile 4","Decile 5","Decile 6","Decile 7","Decile 8","Decile 9","Decile 10","Total",
"SA1 (EN)",
"50403106204",0,0,0,0,147,0,0,0,0,0,147,
"50403106205",0,0,166,0,0,0,0,0,0,0,166,
"50403106206",0,0,0,99,0,0,0,0,0,0,99,
"50403106207",0,0,0,0,0,0,1393,0,0,0,1393,
"50403106208",119,0,0,0,0,0,0,0,0,0,119,
"50403106209",182,0,0,0,0,0,0,0,0,0,182,
"50403106210",0,119,0,0,0,0,0,0,0,0,119,
"50403106211",0,139,0,0,0,0,0,0,0,0,139,
"50403106212",0,187,0,0,0,0,0,0,0,0,187,
"50403106213",0,0,161,0,0,0,0,0,0,0,161,
"50403106214",0,112,0,0,0,0,0,0,0,0,112,
"50403106215",269,0,0,0,0,0,0,0,0,0,269,
"50403106216",0,0,0,0,241,0,0,0,0,0,241,
"50403106217",0,0,0,261,0,0,0,0,0,0,261,
"50403106218",185,0,0,0,0,0,0,0,0,0,185,
"50403106219",0,0,0,0,127,0,0,0,0,0,127,
"50403106220",0,0,0,239,0,0,0,0,0,0,239,
"50403106301",0,0,0,0,0,0,0,0,0,0,0,
"50403106401",0,0,0,0,0,0,0,0,0,0,0,
"50403106501",0,0,0,0,0,0,0,0,0,0,0,
"50403106502",0,153,0,0,0,0,0,0,0,0,153,
"50403106503",0,0,0,0,147,0,0,0,0,0,147,
"50403106504",0,0,0,0,0,0,0,112,0,0,112,
"50403106505",0,0,0,0,223,0,0,0,0,0,223,
"50403106506",0,0,0,0,265,0,0,0,0,0,265,
"50403106507",0,0,0,0,0,223,0,0,0,0,223,
"50403106508",0,0,0,0,365,0,0,0,0,0,365,
"50403106509",0,238,0,0,0,0,0,0,0,0,238,
"50403106510",0,0,0,0,0,31,0,0,0,0,31,
"50403106511",0,158,0,0,0,0,0,0,0,0,158,
"50403106512",198,0,0,0,0,0,0,0,0,0,198,
"50403106513",0,380,0,0,0,0,0,0,0,0,380,
"50403106514",0,0,123,0,0,0,0,0,0,0,123,
"50403106601",216,0,0,0,0,0,0,0,0,0,216,
"50403106602",0,195,0,0,0,0,0,0,0,0,195,
"50403106603",310,0,0,0,0,0,0,0,0,0,310,
"50403106604",0,347,0,0,0,0,0,0,0,0,347,
"50403106605",358,0,0,0,0,0,0,0,0,0,358,
"50403106606",253,0,0,0,0,0,0,0,0,0,253,
"50403106607",0,0,299,0,0,0,0,0,0,0,299,
"50403106608",559,0,0,0,0,0,0,0,0,0,559,
"50403106609",0,802,0,0,0,0,0,0,0,0,802,
"50403106610",0,0,0,0,0,0,0,68,0,0,68,
"50403106611",0,0,0,0,0,0,0,121,0,0,121,
"50403106615",0,0,0,0,0,0,278,0,0,0,278,
"50403106616",0,0,0,0,0,0,0,148,0,0,148,
"50403106617",0,201,0,0,0,0,0,0,0,0,201,
"50403106618",0,178,0,0,0,0,0,0,0,0,178,
"50403106619",0,0,0,0,248,0,0,0,0,0,248,
"50403106620",0,209,0,0,0,0,0,0,0,0,209,
"50403106621",0,0,0,0,0,314,0,0,0,0,314,
"50403106622",0,0,0,0,0,0,0,192,0,0,192,
"50403106623",0,0,0,0,0,0,0,0,0,0,0,
"50403106624",0,152,0,0,0,0,0,0,0,0,152,
"50403106625",0,0,172,0,0,0,0,0,0,0,172,
"50403106626",0,0,119,0,0,0,0,0,0,0,119,
"50403106627",0,146,0,0,0,0,0,0,0,0,146,
"50403106628",0,0,150,0,0,0,0,0,0,0,150,
"50403106701",0,227,0,0,0,0,0,0,0,0,227,
"50403106702",150,0,0,0,0,0,0,0,0,0,150,
"50403106703",129,0,0,0,0,0,0,0,0,0,129,
"50403106704",0,0,0,0,0,157,0,0,0,0,157,
"50403106705",0,0,0,0,0,154,0,0,0,0,154,
"50403106706",0,0,0,0,97,0,0,0,0,0,97,
"50403106707",0,0,0,74,0,0,0,0,0,0,74,
"50403106708",0,0,0,0,0,0,125,0,0,0,125,
"50403106709",0,0,0,0,182,0,0,0,0,0,182,
"50403106711",0,165,0,0,0,0,0,0,0,0,165,
"50403106712",0,143,0,0,0,0,0,0,0,0,143,
"50403106713",0,164,0,0,0,0,0,0,0,0,164,
"50403106714",0,119,0,0,0,0,0,0,0,0,119,
"50403106715",0,173,0,0,0,0,0,0,0,0,173,
"50403106716",0,0,0,0,0,191,0,0,0,0,191,
"50403106717",0,0,0,0,0,0,86,0,0,0,86,
"50403106718",0,0,0,0,0,0,0,0,0,0,0,
"50403106719",0,0,0,0,0,0,0,0,0,0,0,
"50403106720",98,0,0,0,0,0,0,0,0,0,98,
"50403106721",0,0,0,0,0,0,0,204,0,0,204,
"50403106722",0,0,0,0,0,0,0,0,81,0,81,
"50403106801",0,0,0,0,0,0,0,88,0,0,88,
"50403106802",0,0,0,0,0,0,0,102,0,0,102,
"50403106803",0,0,0,161,0,0,0,0,0,0,161,
"50403106804",0,0,0,0,0,0,0,182,0,0,182,
"50403106807",0,0,0,0,0,191,0,0,0,0,191,
"50403106808",0,0,0,0,0,0,0,124,0,0,124,
"50403106809",0,0,0,0,0,0,0,0,344,0,344,
"50403106811",0,0,158,0,0,0,0,0,0,0,158,
"50403106812",0,0,0,0,0,0,0,101,0,0,101,
"50403106813",0,0,0,0,0,0,174,0,0,0,174,
"50403106814",0,0,0,0,0,0,199,0,0,0,199,
"50403106815",0,0,0,0,0,0,0,0,142,0,142,
"50403106817",0,0,0,0,0,0,0,20,0,0,20,
"50403106819",0,0,0,0,0,0,0,0,257,0,257,
"50403106821",0,0,0,0,192,0,0,0,0,0,192,
"50403106822",0,0,0,0,0,250,0,0,0,0,250,
"50403106823",0,0,0,0,0,0,0,0,0,0,0,
"50403106824",0,0,194,0,0,0,0,0,0,0,194,
"50403106825",0,0,0,0,148,0,0,0,0,0,148,
"50403106826",0,0,0,218,0,0,0,0,0,0,218,
"50403106827",0,0,134,0,0,0,0,0,0,0,134,
"50403106828",0,0,249,0,0,0,0,0,0,0,249,
"50403106829",0,0,0,0,0,0,0,246,0,0,246,
"50403106830",0,0,0,0,0,0,72,0,0,0,72,
"50403106831",0,0,0,208,0,0,0,0,0,0,208,
"50403106832",0,0,0,128,0,0,0,0,0,0,128,
"50403106833",0,0,0,0,0,0,0,0,197,0,197,
"50403106901",0,0,0,0,0,0,0,0,0,0,0,
"50403129801",0,0,0,0,128,0,0,0,0,0,128,
"50403129802",0,0,178,0,0,0,0,0,0,0,178,
"50403129803",0,0,0,0,91,0,0,0,0,0,91,
"50403129804",0,0,0,0,110,0,0,0,0,0,110,
"50403129805",0,0,0,0,0,166,0,0,0,0,166,
"50403129806",0,0,0,149,0,0,0,0,0,0,149,
"50403129807",0,0,0,0,0,129,0,0,0,0,129,
"50403129808",0,0,0,0,0,0,154,0,0,0,154,
"50403129809",0,0,0,0,0,0,198,0,0,0,198,
"50403129810",0,0,0,0,0,136,0,0,0,0,136,
"50403129811",0,126,0,0,0,0,0,0,0,0,126,
"50403129812",0,0,0,0,0,0,284,0,0,0,284,
"50403129813",0,0,0,0,233,0,0,0,0,0,233,
"50403129814",0,0,0,0,155,0,0,0,0,0,155,
"50403129815",0,0,0,0,192,0,0,0,0,0,192,
"50403129816",0,0,0,0,164,0,0,0,0,0,164,
"50403129817",0,0,0,0,0,202,0,0,0,0,202,
"50403129818",0,0,0,0,0,160,0,0,0,0,160,
"50403129819",0,0,0,141,0,0,0,0,0,0,141,
"50403129820",0,0,0,0,179,0,0,0,0,0,179,
"50403129821",0,0,0,0,0,0,225,0,0,0,225,
"50403129822",0,0,0,0,0,0,0,0,0,0,0,
"50403129823",0,0,0,0,0,0,0,161,0,0,161,
"50403129824",0,0,0,243,0,0,0,0,0,0,243,
"50403129825",0,0,0,0,0,0,0,210,0,0,210,
"50403129826",0,0,0,0,143,0,0,0,0,0,143,
"50403129827",0,0,0,0,284,0,0,0,0,0,284,
"50403129828",0,0,0,0,0,79,0,0,0,0,79,
"50403129829",0,0,0,267,0,0,0,0,0,0,267,
"50403129830",0,0,0,0,132,0,0,0,0,0,132,
"50403129831",0,0,0,0,252,0,0,0,0,0,252,
"50403129832",0,0,0,0,0,234,0,0,0,0,234,
"50403129833",0,0,0,0,0,147,0,0,0,0,147,
"50403129901",0,0,0,0,119,0,0,0,0,0,119,
"50403129902",0,0,153,0,0,0,0,0,0,0,153,
"50403129903",0,0,0,0,0,215,0,0,0,0,215,
"50403129904",0,0,0,0,225,0,0,0,0,0,225,
"50403129905",0,0,0,131,0,0,0,0,0,0,131,
"50403129906",0,0,0,0,0,0,0,91,0,0,91,
"50403129907",0,0,0,0,0,138,0,0,0,0,138,
"50403129908",0,0,0,0,0,199,0,0,0,0,199,
"50403129909",0,0,0,0,144,0,0,0,0,0,144,
"50403129910",0,0,0,0,0,105,0,0,0,0,105,
"50403129911",0,0,0,0,0,85,0,0,0,0,85,
"50403129912",0,0,0,0,182,0,0,0,0,0,182,
"50403129913",0,0,0,0,0,148,0,0,0,0,148,
"50403129914",0,0,0,0,0,44,0,0,0,0,44,
"50403129915",0,0,0,0,198,0,0,0,0,0,198,
"50403129916",0,0,0,0,0,112,0,0,0,0,112,
"50403129917",0,0,0,0,0,200,0,0,0,0,200,
"50403129918",0,0,0,0,0,0,118,0,0,0,118,
"50403129919",0,0,0,0,219,0,0,0,0,0,219,
"50403129920",0,0,0,0,0,136,0,0,0,0,136,
"50403129921",0,0,0,0,0,0,187,0,0,0,187,
"50403129922",0,0,0,0,0,179,0,0,0,0,179,
"50403129923",0,0,0,0,165,0,0,0,0,0,165,
"50403129924",0,0,0,0,0,0,203,0,0,0,203,
"50403129925",0,0,0,0,0,190,0,0,0,0,190,
"50403130001",0,0,0,0,0,244,0,0,0,0,244,
"50403130002",0,0,0,0,0,99,0,0,0,0,99,
"50403130003",0,0,0,0,107,0,0,0,0,0,107,
"50403130004",0,0,0,109,0,0,0,0,0,0,109,
"50403130005",0,0,223,0,0,0,0,0,0,0,223,
"50403130006",0,0,0,0,0,0,0,0,0,0,0,
"50403130007",100,0,0,0,0,0,0,0,0,0,100,
"50403130008",0,0,0,0,0,168,0,0,0,0,168,
"50403130009",0,155,0,0,0,0,0,0,0,0,155,
"50403130010",0,0,157,0,0,0,0,0,0,0,157,
"50403130011",0,0,164,0,0,0,0,0,0,0,164,
"50403130012",0,0,0,119,0,0,0,0,0,0,119,
"50403130013",0,0,199,0,0,0,0,0,0,0,199,
"50403130014",0,0,0,110,0,0,0,0,0,0,110,
"50403130015",0,0,0,133,0,0,0,0,0,0,133,
"50403130016",0,0,162,0,0,0,0,0,0,0,162,
"50403130017",0,0,188,0,0,0,0,0,0,0,188,
"50403130018",0,0,167,0,0,0,0,0,0,0,167,
"50403130019",0,0,107,0,0,0,0,0,0,0,107,
"50403130020",0,141,0,0,0,0,0,0,0,0,141,
"50403130021",0,0,158,0,0,0,0,0,0,0,158,
"50403130022",0,0,0,62,0,0,0,0,0,0,62,
"50403130023",0,0,0,0,0,167,0,0,0,0,167,
"50403130024",0,0,0,144,0,0,0,0,0,0,144,
"50403130025",0,0,74,0,0,0,0,0,0,0,74,
"50403130026",0,0,0,0,0,171,0,0,0,0,171,
"50403130027",161,0,0,0,0,0,0,0,0,0,161,
"50403130028",0,0,132,0,0,0,0,0,0,0,132,
"50403130029",0,0,0,80,0,0,0,0,0,0,80,
"50403130030",0,128,0,0,0,0,0,0,0,0,128,
"50403130031",0,0,0,0,121,0,0,0,0,0,121,
"50403130032",0,0,182,0,0,0,0,0,0,0,182,
"50403130033",0,0,0,0,0,0,0,0,0,0,0,
"50403130034",0,117,0,0,0,0,0,0,0,0,117,
"50403130035",0,0,143,0,0,0,0,0,0,0,143,
"50403130036",0,0,0,0,79,0,0,0,0,0,79,
"50403130037",0,125,0,0,0,0,0,0,0,0,125,
"50403130038",0,0,0,0,0,0,159,0,0,0,159,
"50403130039",0,0,191,0,0,0,0,0,0,0,191,
"50403130040",0,0,0,116,0,0,0,0,0,0,116,
"50403130041",0,0,167,0,0,0,0,0,0,0,167,
"50403130042",0,0,0,0,0,147,0,0,0,0,147,
"50403130043",0,0,140,0,0,0,0,0,0,0,140,
"50403130044",107,0,0,0,0,0,0,0,0,0,107,
"50403130045",0,0,0,167,0,0,0,0,0,0,167,
"50403130046",186,0,0,0,0,0,0,0,0,0,186,
"50403130047",0,0,0,0,124,0,0,0,0,0,124,
"50403130048",0,0,0,146,0,0,0,0,0,0,146,
"50403130049",0,0,314,0,0,0,0,0,0,0,314,
"50501107001",0,0,0,100,0,0,0,0,0,0,100,
"50501107002",0,0,0,0,185,0,0,0,0,0,185,
"50501107003",0,0,0,0,0,112,0,0,0,0,112,
"50501107004",0,0,0,0,243,0,0,0,0,0,243,
"50501107005",0,0,0,0,0,215,0,0,0,0,215,
"50501107006",0,0,0,0,181,0,0,0,0,0,181,
"50501107007",0,0,0,0,240,0,0,0,0,0,240,
"50501107008",0,0,0,0,0,0,416,0,0,0,416,
"50501107009",0,0,0,182,0,0,0,0,0,0,182,
"50501107010",0,0,0,0,0,133,0,0,0,0,133,
"50501107011",0,0,0,179,0,0,0,0,0,0,179,
"50501107012",0,0,0,191,0,0,0,0,0,0,191,
"50501107013",0,0,0,0,130,0,0,0,0,0,130,
"50501107014",0,0,0,253,0,0,0,0,0,0,253,
"50501107015",0,0,0,0,255,0,0,0,0,0,255,
"50501107016",0,0,0,0,267,0,0,0,0,0,267,
"50501107017",0,0,0,0,188,0,0,0,0,0,188,
"50501107018",0,0,0,0,0,249,0,0,0,0,249,
"50501107019",0,0,0,0,0,132,0,0,0,0,132,
"50501107020",0,0,0,0,186,0,0,0,0,0,186,
"50501107021",0,0,0,0,0,160,0,0,0,0,160,
"50501107022",0,0,0,0,0,181,0,0,0,0,181,
"50501107023",0,0,0,0,0,0,0,0,0,0,0,
"50501107024",0,0,0,0,0,116,0,0,0,0,116,
"50501107101",0,0,0,0,0,0,150,0,0,0,150,
"50501107102",0,0,0,0,0,0,139,0,0,0,139,
"50501107103",0,0,0,0,0,0,149,0,0,0,149,
"50501107104",0,0,0,0,0,0,168,0,0,0,168,
"50501107105",0,0,0,0,0,0,198,0,0,0,198,
"50501107106",0,0,0,0,68,0,0,0,0,0,68,
"50501107107",0,0,0,0,149,0,0,0,0,0,149,
"50501107108",0,0,0,0,0,131,0,0,0,0,131,
"50501107109",0,0,0,0,100,0,0,0,0,0,100,
"50501107110",0,0,0,0,0,160,0,0,0,0,160,
"50501107111",0,0,0,0,0,118,0,0,0,0,118,
"50501107112",0,0,0,0,0,149,0,0,0,0,149,
"50501107113",0,0,0,0,0,178,0,0,0,0,178,
"50501107114",0,0,0,0,0,0,166,0,0,0,166,
"50501107115",0,0,0,0,0,0,119,0,0,0,119,
"50501107116",0,0,0,0,0,0,203,0,0,0,203,
"50501107117",0,0,0,0,0,187,0,0,0,0,187,
"50501107118",0,0,0,0,361,0,0,0,0,0,361,
"50501107119",0,0,0,0,0,0,0,129,0,0,129,
"50501107120",0,0,0,0,0,0,0,0,109,0,109,
"50501107121",0,0,0,0,0,0,0,109,0,0,109,
"50501107122",0,0,0,0,0,143,0,0,0,0,143,
"50501107123",0,0,0,0,0,200,0,0,0,0,200,
"50501107124",0,0,0,0,0,0,194,0,0,0,194,
"50501107125",0,0,0,0,0,0,0,0,0,0,0,
"50501107126",0,0,0,0,0,0,0,0,134,0,134,
"50501107127",0,0,0,0,0,0,0,128,0,0,128,
"50501107128",0,0,0,0,0,0,116,0,0,0,116,
"50501107129",0,0,0,0,0,0,127,0,0,0,127,
"50501107130",0,0,0,0,123,0,0,0,0,0,123,
"50501107131",0,0,0,0,0,0,88,0,0,0,88,
"50501107132",0,0,0,0,0,0,162,0,0,0,162,
"50501107133",0,0,0,101,0,0,0,0,0,0,101,
"50501107134",0,0,0,0,0,0,0,0,159,0,159,
"50501107135",0,0,0,0,0,0,0,0,167,0,167,
"50501107201",0,0,0,0,0,0,0,0,90,0,90,
"50501107202",0,0,0,0,0,0,0,0,95,0,95,
"50501107203",0,0,0,0,0,0,0,114,0,0,114,
"50501107204",0,0,0,0,0,0,0,229,0,0,229,
"50501107205",0,0,0,0,0,0,0,0,230,0,230,
"50501107206",0,0,0,0,0,0,0,0,0,247,247,
"50501107207",0,0,0,0,0,0,0,0,184,0,184,
"50501107208",0,0,0,0,0,0,151,0,0,0,151,
"50501107209",0,0,0,0,0,0,0,186,0,0,186,
"50501107210",0,0,0,0,0,0,0,151,0,0,151,
"50501107211",0,0,0,0,0,0,95,0,0,0,95,
"50501107212",0,0,0,0,0,0,0,0,158,0,158,
"50501107213",0,0,0,0,0,0,0,0,212,0,212,
"50501107214",0,0,0,0,0,0,0,228,0,0,228,
"50501107215",0,0,0,0,0,0,0,0,251,0,251,
"50501107216",0,0,0,0,0,0,0,0,239,0,239,
"50501107217",0,0,0,0,0,0,0,0,193,0,193,
"50501107218",0,0,0,0,0,0,0,0,145,0,145,
"50501107219",0,0,0,0,0,0,0,0,183,0,183,
"50501107220",0,0,0,0,0,0,238,0,0,0,238,
"50501107221",0,0,0,0,0,0,0,0,0,68,68,
"50501107222",0,0,0,0,0,0,119,0,0,0,119,
"50501107223",0,0,0,0,0,0,0,201,0,0,201,
"50501107224",0,0,0,0,0,0,0,212,0,0,212,
"50501107225",0,0,0,0,0,0,0,0,0,135,135,
"50501107226",0,0,0,0,0,0,0,0,191,0,191,
"50501107227",0,0,0,0,0,0,0,187,0,0,187,
"50501107228",0,0,0,0,0,0,0,0,216,0,216,
"50501107229",0,0,0,0,0,0,0,0,96,0,96,
"50501107230",0,0,0,0,0,0,0,0,106,0,106,
"50501107231",0,0,0,0,0,0,0,251,0,0,251,
"50501107232",0,0,0,0,0,0,0,205,0,0,205,
"50501107233",0,0,0,0,0,0,0,0,166,0,166,
"50501107234",0,0,0,0,0,0,0,141,0,0,141,
"50501107301",0,0,0,0,0,0,183,0,0,0,183,
"50501107302",0,0,0,0,0,166,0,0,0,0,166,
"50501107303",0,0,0,0,0,0,165,0,0,0,165,
"50501107304",0,0,0,0,0,0,202,0,0,0,202,
"50501107305",0,0,0,190,0,0,0,0,0,0,190,
"50501107306",0,0,0,0,0,0,112,0,0,0,112,
"50501107307",0,0,0,0,0,0,132,0,0,0,132,
"50501107308",0,0,0,0,217,0,0,0,0,0,217,
"50501107309",0,0,0,0,0,125,0,0,0,0,125,
"50501107310",0,0,0,0,0,0,221,0,0,0,221,
"50501107311",0,0,0,0,0,0,213,0,0,0,213,
"50501107312",0,0,0,0,0,109,0,0,0,0,109,
"50501107313",0,0,0,0,0,0,85,0,0,0,85,
"50501107314",0,0,0,0,0,0,195,0,0,0,195,
"50501107315",0,0,0,0,0,0,131,0,0,0,131,
"50501107316",0,0,0,0,0,0,153,0,0,0,153,
"50501107317",0,0,0,0,0,227,0,0,0,0,227,
"50501107318",0,0,0,0,0,0,134,0,0,0,134,
"50501107319",0,0,0,0,226,0,0,0,0,0,226,
"50501107320",0,0,0,0,0,0,175,0,0,0,175,
"50501107321",0,0,0,0,0,0,254,0,0,0,254,
"50501107322",0,0,0,0,124,0,0,0,0,0,124,
"50501107323",0,0,0,0,172,0,0,0,0,0,172,
"50501107324",0,0,0,0,0,151,0,0,0,0,151,
"50501107325",0,0,0,0,0,0,0,115,0,0,115,
"50501107326",0,0,0,0,0,0,157,0,0,0,157,
"50501107327",0,0,0,0,0,0,157,0,0,0,157,
"50501107328",0,0,0,0,0,129,0,0,0,0,129,
"50501107329",0,0,0,0,0,0,127,0,0,0,127,
"50501107330",0,0,0,0,0,123,0,0,0,0,123,
"50501107331",0,0,0,0,0,0,0,168,0,0,168,
"50501107332",0,0,0,0,0,138,0,0,0,0,138,
"50501107333",0,0,0,0,0,0,0,0,0,0,0,
"50501107334",0,0,0,0,0,146,0,0,0,0,146,
"50501107335",0,0,0,0,0,0,241,0,0,0,241,
"50501107401",0,0,0,183,0,0,0,0,0,0,183,
"50501107402",0,0,0,0,0,0,0,206,0,0,206,
"50501107403",0,0,0,0,0,0,0,180,0,0,180,
"50501107404",0,0,0,0,0,0,0,0,240,0,240,
"50501107405",0,0,0,0,0,0,0,180,0,0,180,
"50501107406",0,0,0,0,0,0,0,223,0,0,223,
"50501107407",0,0,0,0,135,0,0,0,0,0,135,
"50501107408",0,0,0,0,212,0,0,0,0,0,212,
"50501107409",0,0,0,250,0,0,0,0,0,0,250,
"50501107410",0,0,0,135,0,0,0,0,0,0,135,
"50501107411",0,0,0,0,183,0,0,0,0,0,183,
"50501107412",0,0,0,319,0,0,0,0,0,0,319,
"50501107413",0,0,0,0,0,187,0,0,0,0,187,
"50501107414",0,0,0,0,242,0,0,0,0,0,242,
"50501107415",0,0,0,0,0,200,0,0,0,0,200,
"50501107416",0,0,0,0,0,284,0,0,0,0,284,
"50501107417",0,0,0,0,204,0,0,0,0,0,204,
"50501107418",0,0,0,0,172,0,0,0,0,0,172,
"50501107419",0,0,0,222,0,0,0,0,0,0,222,
"50501107420",0,0,0,0,0,0,0,0,145,0,145,
"50501107421",0,0,0,0,0,0,241,0,0,0,241,
"50501107501",0,0,0,0,0,0,0,0,0,200,200,
"50501107502",0,0,0,0,0,0,0,0,0,140,140,
"50501107503",0,0,0,0,0,0,0,0,154,0,154,
"50501107504",0,0,0,0,0,0,0,220,0,0,220,
"50501107505",0,0,0,0,0,0,0,122,0,0,122,
"50501107506",0,0,0,0,0,0,0,247,0,0,247,
"50501107507",0,0,0,0,0,111,0,0,0,0,111,
"50501107508",0,0,0,0,0,0,200,0,0,0,200,
"50501107509",0,0,0,0,0,0,0,0,133,0,133,
"50501107510",0,0,0,0,0,0,0,0,264,0,264,
"50501107511",0,0,0,0,0,0,0,0,0,175,175,
"50501107512",0,0,0,0,0,0,0,223,0,0,223,
"50501107513",0,0,0,0,0,0,0,0,215,0,215,
"50501107514",0,0,0,0,0,0,201,0,0,0,201,
"50501107515",0,0,0,0,0,0,0,249,0,0,249,
"50501107516",0,0,0,0,0,0,0,0,0,159,159,
"50501107517",0,0,0,0,0,0,0,0,0,75,75,
"50501107518",0,0,0,0,0,0,0,0,0,150,150,
"50501107519",0,0,0,0,0,0,0,0,0,78,78,
"50501107520",0,0,0,0,0,0,0,0,0,297,297,
"50501107521",0,0,0,0,0,0,0,0,0,173,173,
"50501107522",0,0,0,0,0,0,0,0,289,0,289,
"50501107523",0,0,0,0,0,0,0,0,167,0,167,
"50501107601",0,0,0,0,0,0,0,0,134,0,134,
"50501107602",0,0,0,0,0,0,0,0,131,0,131,
"50501107603",0,0,0,0,0,0,0,0,152,0,152,
"50501107604",0,0,0,0,0,0,0,0,149,0,149,
"50501107606",0,0,0,0,0,0,0,0,88,0,88,
"50501107607",0,0,0,0,0,0,0,0,93,0,93,
"50501107608",0,0,0,0,0,0,0,0,188,0,188,
"50501107609",0,0,0,0,0,0,0,0,0,186,186,
"50501107611",0,0,0,0,0,0,0,0,0,434,434,
"50501107612",0,0,0,0,0,0,0,0,0,319,319,
"50501107613",0,78,0,0,0,0,0,0,0,0,78,
"50501107614",0,0,0,0,0,0,0,0,0,518,518,
"50501107615",0,0,0,0,0,0,0,0,0,0,0,
"50501107616",0,0,0,0,0,0,0,0,0,353,353,
"50501107617",0,0,0,0,0,0,0,0,0,459,459,
"50501107701",0,0,0,0,0,0,0,0,0,0,0,
"50501107702",0,0,0,0,0,0,0,135,0,0,135,
"50501107703",0,0,0,0,208,0,0,0,0,0,208,
"50501107704",0,0,0,298,0,0,0,0,0,0,298,
"50501107705",0,0,168,0,0,0,0,0,0,0,168,
"50501107706",0,0,0,0,0,0,190,0,0,0,190,
"50501107707",0,0,0,0,0,0,0,135,0,0,135,
"50501107708",0,0,0,0,0,0,0,207,0,0,207,
"50501107709",0,0,0,0,0,0,0,72,0,0,72,
"50501107710",0,0,0,0,158,0,0,0,0,0,158,
"50501107711",0,0,0,0,142,0,0,0,0,0,142,
"50501107712",0,0,0,0,0,159,0,0,0,0,159,
"50501107713",0,0,0,0,519,0,0,0,0,0,519,
"50501107714",0,0,0,0,0,278,0,0,0,0,278,
"50501107715",0,0,0,0,0,0,183,0,0,0,183,
"50501107716",0,0,0,0,0,0,0,0,0,0,0,
"50501107717",0,0,0,112,0,0,0,0,0,0,112,
"50501107718",0,0,0,0,0,0,109,0,0,0,109,
"50501107719",0,0,0,0,338,0,0,0,0,0,338,
"50501107720",0,0,0,0,175,0,0,0,0,0,175,
"50501107721",0,0,0,0,211,0,0,0,0,0,211,
"50501107722",0,0,0,0,0,0,167,0,0,0,167,
"50501107723",0,0,0,0,0,0,204,0,0,0,204,
"50501107724",0,0,0,0,196,0,0,0,0,0,196,
"50501107725",0,0,0,0,0,0,182,0,0,0,182,
"50501107726",0,0,0,0,139,0,0,0,0,0,139,
"50501107727",0,0,0,0,0,207,0,0,0,0,207,
"50501107728",0,0,0,0,0,128,0,0,0,0,128,
"50501107729",0,0,0,0,0,129,0,0,0,0,129,
"50501107730",0,0,0,0,0,0,0,0,130,0,130,
"50501107731",0,0,0,0,0,153,0,0,0,0,153,
"50501107732",0,0,0,0,0,237,0,0,0,0,237,
"50501107733",0,0,0,0,0,0,0,0,0,0,0,
"50501107734",0,0,0,0,0,0,0,0,0,0,0,
"50501107735",0,0,0,0,0,0,113,0,0,0,113,
"50501107736",0,0,0,0,0,0,215,0,0,0,215,
"50501107801",0,0,0,0,0,0,0,202,0,0,202,
"50501107802",0,0,0,0,0,0,0,121,0,0,121,
"50501107803",0,0,0,0,0,199,0,0,0,0,199,
"50501107804",0,0,0,0,0,0,169,0,0,0,169,
"50501107805",0,0,0,0,0,0,0,146,0,0,146,
"50501107806",0,0,0,0,0,0,0,0,118,0,118,
"50501107807",0,0,0,0,0,0,0,168,0,0,168,
"50501107808",0,0,0,0,0,0,0,198,0,0,198,
"50501107809",0,0,0,0,0,0,0,126,0,0,126,
"50501107810",0,0,0,0,0,89,0,0,0,0,89,
"50501107811",0,0,0,0,0,0,231,0,0,0,231,
"50501107812",0,0,0,0,0,0,0,219,0,0,219,
"50501107813",0,0,0,0,0,0,0,119,0,0,119,
"50501107814",0,0,0,0,0,0,99,0,0,0,99,
"50501107815",0,0,0,0,0,0,152,0,0,0,152,
"50501107816",0,0,0,0,0,192,0,0,0,0,192,
"50501107817",0,0,0,0,0,0,186,0,0,0,186,
"50501107818",0,0,0,0,0,0,167,0,0,0,167,
"50501107819",0,0,0,0,0,0,133,0,0,0,133,
"50501107820",0,0,0,0,0,118,0,0,0,0,118,
"50501107821",0,0,0,0,0,0,211,0,0,0,211,
"50501107822",0,0,0,0,0,0,0,103,0,0,103,
"50501107823",0,0,0,0,0,0,242,0,0,0,242,
"50501107824",0,0,0,0,0,0,0,0,155,0,155,
"50501107825",0,0,0,0,0,0,0,128,0,0,128,
"50501107826",0,0,0,0,0,0,0,0,0,0,0,
"50501107827",0,0,0,0,0,0,129,0,0,0,129,
"50501107828",0,0,0,0,0,0,103,0,0,0,103,
"50501107829",0,0,0,0,0,0,167,0,0,0,167,
"50501107830",0,0,0,0,0,0,0,137,0,0,137,
"50501107831",0,0,0,0,0,135,0,0,0,0,135,
"50501107832",0,0,0,0,0,0,0,0,0,0,0,
"50501107833",0,0,0,0,251,0,0,0,0,0,251,
"50501107834",0,0,130,0,0,0,0,0,0,0,130,
"50501107835",0,0,0,0,0,74,0,0,0,0,74,
"50501107901",0,0,0,0,0,0,0,0,152,0,152,
"50501107902",0,0,0,0,0,0,0,0,177,0,177,
"50501107903",0,0,0,0,0,0,0,0,0,88,88,
