Australian Bureau of Statistics

"2021 Census - counting dwellings, place of enumeration"
"SA1 (EN) by IRSAD Deciles at SA1 Level (Area)"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

"IRSAD Deciles at SA1 Level (Area)","Decile 1","Decile 2","Decile 3","Decile 4","Decile 5","Decile 6","Decile 7","Decile 8","Decile 9","Decile 10","Total",
"SA1 (EN)",
"50503110538",0,0,0,0,0,132,0,0,0,0,132,
"50503110539",0,0,0,0,0,0,99,0,0,0,99,
"50503110540",0,0,0,0,0,84,0,0,0,0,84,
"50503110541",0,0,0,0,0,0,0,184,0,0,184,
"50503110542",0,0,0,0,0,0,0,0,135,0,135,
"50503110543",0,0,0,0,0,0,0,0,0,0,0,
"50503110544",0,0,0,0,0,0,0,0,124,0,124,
"50503110545",0,0,0,0,0,0,235,0,0,0,235,
"50503110546",0,0,0,0,0,0,0,0,118,0,118,
"50503110547",0,0,0,0,0,0,0,0,307,0,307,
"50503110548",0,0,0,0,0,0,0,143,0,0,143,
"50503110549",0,0,0,0,0,0,0,127,0,0,127,
"50503110550",0,0,0,0,0,0,0,0,85,0,85,
"50503110551",0,0,0,136,0,0,0,0,0,0,136,
"50503110552",0,0,0,0,0,0,0,102,0,0,102,
"50503110553",0,0,0,0,0,0,0,0,120,0,120,
"50503110602",0,0,0,0,0,0,0,0,0,0,0,
"50503110701",0,0,0,0,0,215,0,0,0,0,215,
"50503110703",0,0,0,0,0,120,0,0,0,0,120,
"50503110704",0,0,0,0,0,0,75,0,0,0,75,
"50503110705",0,0,0,0,0,0,111,0,0,0,111,
"50503110706",0,0,0,0,0,0,96,0,0,0,96,
"50503110707",0,0,0,0,0,191,0,0,0,0,191,
"50503110708",0,0,0,0,0,0,201,0,0,0,201,
"50503110709",316,0,0,0,0,0,0,0,0,0,316,
"50503110710",0,0,0,0,0,139,0,0,0,0,139,
"50503110711",0,0,0,317,0,0,0,0,0,0,317,
"50503110712",0,0,0,0,0,0,116,0,0,0,116,
"50503110713",0,0,0,0,0,0,117,0,0,0,117,
"50503110714",0,0,0,0,0,0,123,0,0,0,123,
"50503110719",0,0,0,0,0,181,0,0,0,0,181,
"50503110720",0,228,0,0,0,0,0,0,0,0,228,
"50503110721",0,0,0,0,0,0,224,0,0,0,224,
"50503110722",0,0,0,0,0,0,213,0,0,0,213,
"50503110723",0,0,0,0,0,228,0,0,0,0,228,
"50503110724",0,0,0,0,0,0,88,0,0,0,88,
"50503110726",0,0,0,0,0,111,0,0,0,0,111,
"50503110727",0,0,0,0,0,0,103,0,0,0,103,
"50503110728",0,0,0,0,0,0,0,136,0,0,136,
"50503110729",0,0,0,0,0,0,139,0,0,0,139,
"50503110730",0,0,0,0,0,0,170,0,0,0,170,
"50503110731",0,0,0,0,0,152,0,0,0,0,152,
"50503110732",0,0,0,0,0,0,159,0,0,0,159,
"50503110733",0,0,0,0,0,141,0,0,0,0,141,
"50503110734",0,0,0,0,0,0,108,0,0,0,108,
"50503110735",0,0,0,0,0,0,0,100,0,0,100,
"50503110736",0,0,0,0,0,0,0,137,0,0,137,
"50503110737",0,0,0,0,0,0,131,0,0,0,131,
"50503125501",0,0,0,0,0,0,0,89,0,0,89,
"50503125505",0,0,0,0,110,0,0,0,0,0,110,
"50503125510",0,0,0,0,238,0,0,0,0,0,238,
"50503125512",0,0,0,0,0,176,0,0,0,0,176,
"50503125513",0,0,136,0,0,0,0,0,0,0,136,
"50503125514",0,0,0,0,0,156,0,0,0,0,156,
"50503125515",0,0,0,0,0,103,0,0,0,0,103,
"50503125516",0,0,0,0,0,147,0,0,0,0,147,
"50503125517",0,0,0,0,0,0,197,0,0,0,197,
"50503125518",0,0,0,0,0,126,0,0,0,0,126,
"50503125519",0,0,0,0,114,0,0,0,0,0,114,
"50503125520",0,0,0,0,0,164,0,0,0,0,164,
"50503125521",0,0,0,0,0,81,0,0,0,0,81,
"50503125522",0,0,0,0,0,124,0,0,0,0,124,
"50503125523",0,0,0,139,0,0,0,0,0,0,139,
"50503125524",0,0,0,0,0,106,0,0,0,0,106,
"50503125525",0,0,0,206,0,0,0,0,0,0,206,
"50503125526",0,0,0,0,0,0,178,0,0,0,178,
"50503125527",0,0,201,0,0,0,0,0,0,0,201,
"50503125528",0,0,0,118,0,0,0,0,0,0,118,
"50503125529",0,0,0,159,0,0,0,0,0,0,159,
"50503125530",0,0,0,0,145,0,0,0,0,0,145,
"50503125531",0,0,0,0,68,0,0,0,0,0,68,
"50503125532",0,0,0,0,0,119,0,0,0,0,119,
"50503125533",0,0,0,0,0,0,123,0,0,0,123,
"50503125534",0,0,0,0,109,0,0,0,0,0,109,
"50503125535",0,0,0,0,177,0,0,0,0,0,177,
"50503125536",0,0,0,0,131,0,0,0,0,0,131,
"50503125537",0,0,0,0,0,236,0,0,0,0,236,
"50503125538",0,0,0,0,110,0,0,0,0,0,110,
"50503125539",0,0,0,0,0,0,172,0,0,0,172,
"50503125540",0,0,0,0,176,0,0,0,0,0,176,
"50503125541",0,0,0,0,150,0,0,0,0,0,150,
"50503125542",0,0,0,0,200,0,0,0,0,0,200,
"50503125543",0,0,0,146,0,0,0,0,0,0,146,
"50503125544",0,0,0,0,0,141,0,0,0,0,141,
"50503125601",0,0,0,39,0,0,0,0,0,0,39,
"50503125602",0,0,0,0,0,0,162,0,0,0,162,
"50503125603",0,0,0,0,0,81,0,0,0,0,81,
"50503125702",0,165,0,0,0,0,0,0,0,0,165,
"50503125703",0,171,0,0,0,0,0,0,0,0,171,
"50503125704",0,179,0,0,0,0,0,0,0,0,179,
"50503125706",0,0,140,0,0,0,0,0,0,0,140,
"50503125707",0,0,0,127,0,0,0,0,0,0,127,
"50503125708",0,0,0,148,0,0,0,0,0,0,148,
"50503125709",0,0,187,0,0,0,0,0,0,0,187,
"50503125710",0,0,0,0,0,0,327,0,0,0,327,
"50503125711",0,194,0,0,0,0,0,0,0,0,194,
"50503125801",0,0,240,0,0,0,0,0,0,0,240,
"50503125802",0,0,261,0,0,0,0,0,0,0,261,
"50503125803",0,0,0,0,515,0,0,0,0,0,515,
"50503125804",0,0,0,150,0,0,0,0,0,0,150,
"50503125805",0,0,0,0,0,0,0,0,0,0,0,
"50503125806",0,214,0,0,0,0,0,0,0,0,214,
"50503125807",0,0,0,169,0,0,0,0,0,0,169,
"50503125808",0,0,477,0,0,0,0,0,0,0,477,
"50503125809",0,0,0,0,0,314,0,0,0,0,314,
"50503125810",0,0,0,124,0,0,0,0,0,0,124,
"50503125811",0,0,0,156,0,0,0,0,0,0,156,
"50503125812",0,180,0,0,0,0,0,0,0,0,180,
"50503125813",0,0,178,0,0,0,0,0,0,0,178,
"50503125814",0,0,299,0,0,0,0,0,0,0,299,
"50503125815",0,0,0,0,571,0,0,0,0,0,571,
"50503125816",0,312,0,0,0,0,0,0,0,0,312,
"50503125817",0,0,66,0,0,0,0,0,0,0,66,
"50503125818",0,89,0,0,0,0,0,0,0,0,89,
"50503130301",0,0,0,0,0,0,0,0,185,0,185,
"50503130302",0,0,0,0,0,0,154,0,0,0,154,
"50503130303",0,0,0,0,0,0,191,0,0,0,191,
"50503130304",0,0,0,0,0,0,229,0,0,0,229,
"50503130305",0,0,0,0,0,0,121,0,0,0,121,
"50503130306",0,0,0,0,0,140,0,0,0,0,140,
"50503130307",0,0,0,0,0,119,0,0,0,0,119,
"50503130308",0,0,0,0,0,0,259,0,0,0,259,
"50503130309",0,0,0,0,0,0,148,0,0,0,148,
"50503130310",0,0,0,0,0,116,0,0,0,0,116,
"50503130311",0,0,0,0,0,93,0,0,0,0,93,
"50503130312",0,0,0,247,0,0,0,0,0,0,247,
"50503130313",0,0,0,0,191,0,0,0,0,0,191,
"50503130314",0,0,0,0,190,0,0,0,0,0,190,
"50503130315",0,0,0,0,0,0,0,0,81,0,81,
"50503130316",0,0,0,0,196,0,0,0,0,0,196,
"50503130317",0,0,0,0,0,111,0,0,0,0,111,
"50503130318",0,0,0,0,260,0,0,0,0,0,260,
"50503130319",0,0,0,0,0,116,0,0,0,0,116,
"50503130320",0,0,0,0,0,123,0,0,0,0,123,
"50503130321",0,0,0,0,0,0,219,0,0,0,219,
"50503130322",0,0,0,215,0,0,0,0,0,0,215,
"50503130323",0,0,0,0,0,191,0,0,0,0,191,
"50503130324",0,0,0,0,0,0,89,0,0,0,89,
"50503130325",0,0,0,0,0,0,0,139,0,0,139,
"50503130326",0,0,0,0,0,131,0,0,0,0,131,
"50503130327",0,0,0,0,0,0,140,0,0,0,140,
"50503130328",0,0,0,0,214,0,0,0,0,0,214,
"50503130329",0,0,0,0,0,0,0,150,0,0,150,
"50503130330",0,0,0,144,0,0,0,0,0,0,144,
"50503130401",0,0,0,0,0,0,171,0,0,0,171,
"50503130402",0,0,0,0,0,0,127,0,0,0,127,
"50503130403",0,0,0,0,0,0,109,0,0,0,109,
"50503130404",0,0,0,0,0,0,0,0,201,0,201,
"50503130405",0,0,0,0,0,0,133,0,0,0,133,
"50503130406",0,0,0,0,151,0,0,0,0,0,151,
"50503130407",0,0,0,0,0,0,178,0,0,0,178,
"50503130408",0,0,0,0,0,0,0,125,0,0,125,
"50503130409",0,0,0,0,0,0,0,198,0,0,198,
"50503130410",0,0,0,0,0,0,0,217,0,0,217,
"50503130411",0,0,0,0,0,150,0,0,0,0,150,
"50503130412",0,0,0,0,0,0,0,161,0,0,161,
"50503130413",0,0,0,0,0,0,0,234,0,0,234,
"50503130414",0,0,0,0,0,157,0,0,0,0,157,
"50503130415",0,0,0,0,0,246,0,0,0,0,246,
"50503130416",0,0,0,0,0,0,0,188,0,0,188,
"50503130417",0,0,0,0,0,185,0,0,0,0,185,
"50503130418",0,0,0,0,0,0,0,0,0,0,0,
"50503130419",0,0,0,0,266,0,0,0,0,0,266,
"50503130420",0,0,0,0,0,0,0,144,0,0,144,
"50503130421",0,0,0,0,0,167,0,0,0,0,167,
"50503130422",0,0,0,0,0,0,125,0,0,0,125,
"50503130423",0,0,0,0,0,0,0,0,164,0,164,
"50503130424",0,0,0,0,0,0,0,0,0,0,0,
"50503130425",0,0,0,0,0,0,0,0,0,0,0,
"50503130426",0,0,0,0,0,90,0,0,0,0,90,
"50503130427",0,0,0,0,0,0,240,0,0,0,240,
"50503130428",0,0,0,0,0,87,0,0,0,0,87,
"50503130429",0,0,0,0,0,182,0,0,0,0,182,
"50503130430",0,0,0,0,0,0,104,0,0,0,104,
"50503130431",0,0,0,0,0,0,0,0,155,0,155,
"50503130432",0,0,0,0,0,0,210,0,0,0,210,
"50503130501",0,0,0,0,0,0,0,0,137,0,137,
"50503130502",0,0,0,0,0,0,0,109,0,0,109,
"50503130503",0,0,0,0,0,0,0,0,0,0,0,
"50503130504",0,0,0,213,0,0,0,0,0,0,213,
"50503130505",0,0,0,0,0,0,176,0,0,0,176,
"50503130506",0,0,0,0,0,0,0,229,0,0,229,
"50503130507",0,0,0,0,0,0,0,93,0,0,93,
"50503130508",0,0,0,0,0,199,0,0,0,0,199,
"50503130509",0,0,0,0,0,0,263,0,0,0,263,
"50503130510",0,0,0,0,0,207,0,0,0,0,207,
"50503130511",0,0,0,0,0,0,0,0,0,0,0,
"50503130512",0,0,0,0,0,0,0,137,0,0,137,
"50503130513",0,0,0,0,85,0,0,0,0,0,85,
"50503130514",0,0,0,0,0,154,0,0,0,0,154,
"50503130515",0,0,0,0,0,232,0,0,0,0,232,
"50503130516",0,0,0,17,0,0,0,0,0,0,17,
"50503130517",0,0,0,0,0,0,155,0,0,0,155,
"50503130518",0,0,0,0,0,0,0,0,0,0,0,
"50503130519",0,0,0,0,0,0,197,0,0,0,197,
"50503130520",0,0,0,0,0,167,0,0,0,0,167,
"50503130521",0,0,0,0,0,0,115,0,0,0,115,
"50503130522",0,0,0,0,0,0,0,132,0,0,132,
"50503130523",0,0,0,0,0,0,208,0,0,0,208,
"50503130524",0,0,0,0,138,0,0,0,0,0,138,
"50503130525",0,0,0,0,0,0,0,119,0,0,119,
"50503130526",0,0,0,0,0,0,225,0,0,0,225,
"50503130527",0,0,0,0,0,0,0,111,0,0,111,
"50503130528",0,0,0,0,0,267,0,0,0,0,267,
"50503130529",0,0,0,0,0,0,186,0,0,0,186,
"50503130530",0,0,0,0,0,0,0,172,0,0,172,
"50503130531",0,0,0,0,0,112,0,0,0,0,112,
"50503130532",0,0,0,0,226,0,0,0,0,0,226,
"50503130601",0,0,0,0,162,0,0,0,0,0,162,
"50503130602",0,0,234,0,0,0,0,0,0,0,234,
"50503130603",0,0,0,296,0,0,0,0,0,0,296,
"50503130604",0,0,107,0,0,0,0,0,0,0,107,
"50503130605",0,0,246,0,0,0,0,0,0,0,246,
"50503130606",0,0,0,0,227,0,0,0,0,0,227,
"50503130607",0,0,236,0,0,0,0,0,0,0,236,
"50503130608",0,0,113,0,0,0,0,0,0,0,113,
"50503130609",0,0,0,0,0,0,0,192,0,0,192,
"50503130610",0,0,0,0,0,220,0,0,0,0,220,
"50503130611",0,0,0,0,0,19,0,0,0,0,19,
"50503130612",0,0,0,164,0,0,0,0,0,0,164,
"50503130613",0,71,0,0,0,0,0,0,0,0,71,
"50503130614",0,0,0,104,0,0,0,0,0,0,104,
"50503130615",0,0,0,0,0,166,0,0,0,0,166,
"50503130616",0,0,289,0,0,0,0,0,0,0,289,
"50503130617",0,0,0,0,0,205,0,0,0,0,205,
"50503130618",0,218,0,0,0,0,0,0,0,0,218,
"50503130619",0,0,111,0,0,0,0,0,0,0,111,
"50503130620",0,0,0,0,130,0,0,0,0,0,130,
"50503130621",0,0,0,0,0,0,0,197,0,0,197,
"50503130622",0,0,0,0,0,0,200,0,0,0,200,
"50503130623",0,0,0,0,0,0,0,0,0,0,0,
"50503130624",0,0,116,0,0,0,0,0,0,0,116,
"50503130625",0,0,193,0,0,0,0,0,0,0,193,
"50503130626",0,166,0,0,0,0,0,0,0,0,166,
"50503130627",260,0,0,0,0,0,0,0,0,0,260,
"50503130628",0,0,0,0,0,181,0,0,0,0,181,
"50503130629",0,0,0,238,0,0,0,0,0,0,238,
"50503130630",0,0,0,227,0,0,0,0,0,0,227,
"50503130631",0,0,0,133,0,0,0,0,0,0,133,
"50503130632",0,0,186,0,0,0,0,0,0,0,186,
"50503130633",0,0,0,0,0,0,144,0,0,0,144,
"50503130634",0,0,0,0,0,0,0,209,0,0,209,
"50601111001",393,0,0,0,0,0,0,0,0,0,393,
"50601111002",0,0,0,0,0,273,0,0,0,0,273,
"50601111003",236,0,0,0,0,0,0,0,0,0,236,
"50601111004",0,188,0,0,0,0,0,0,0,0,188,
"50601111006",0,70,0,0,0,0,0,0,0,0,70,
"50601111007",0,0,0,0,76,0,0,0,0,0,76,
"50601111009",247,0,0,0,0,0,0,0,0,0,247,
"50601111010",0,124,0,0,0,0,0,0,0,0,124,
"50601111011",222,0,0,0,0,0,0,0,0,0,222,
"50601111013",0,137,0,0,0,0,0,0,0,0,137,
"50601111015",278,0,0,0,0,0,0,0,0,0,278,
"50601111016",138,0,0,0,0,0,0,0,0,0,138,
"50601111018",247,0,0,0,0,0,0,0,0,0,247,
"50601111019",291,0,0,0,0,0,0,0,0,0,291,
"50601111020",213,0,0,0,0,0,0,0,0,0,213,
"50601111021",179,0,0,0,0,0,0,0,0,0,179,
"50601111022",183,0,0,0,0,0,0,0,0,0,183,
"50601111023",194,0,0,0,0,0,0,0,0,0,194,
"50601111024",177,0,0,0,0,0,0,0,0,0,177,
"50601111025",206,0,0,0,0,0,0,0,0,0,206,
"50601111026",189,0,0,0,0,0,0,0,0,0,189,
"50601111027",171,0,0,0,0,0,0,0,0,0,171,
"50601111028",94,0,0,0,0,0,0,0,0,0,94,
"50601111029",218,0,0,0,0,0,0,0,0,0,218,
"50601111030",218,0,0,0,0,0,0,0,0,0,218,
"50601111031",168,0,0,0,0,0,0,0,0,0,168,
"50601111033",344,0,0,0,0,0,0,0,0,0,344,
"50601111034",0,223,0,0,0,0,0,0,0,0,223,
"50601111035",0,150,0,0,0,0,0,0,0,0,150,
"50601111036",0,240,0,0,0,0,0,0,0,0,240,
"50601111038",348,0,0,0,0,0,0,0,0,0,348,
"50601111039",0,0,0,0,0,0,0,0,0,0,0,
"50601111040",116,0,0,0,0,0,0,0,0,0,116,
"50601111041",0,0,0,0,316,0,0,0,0,0,316,
"50601111044",210,0,0,0,0,0,0,0,0,0,210,
"50601111045",0,0,0,0,0,0,0,0,0,0,0,
"50601111046",191,0,0,0,0,0,0,0,0,0,191,
"50601111047",213,0,0,0,0,0,0,0,0,0,213,
"50601111048",0,0,0,0,0,0,254,0,0,0,254,
"50601111049",0,0,0,233,0,0,0,0,0,0,233,
"50601111050",0,187,0,0,0,0,0,0,0,0,187,
"50601111051",184,0,0,0,0,0,0,0,0,0,184,
"50601111052",0,0,0,0,0,115,0,0,0,0,115,
"50601111053",0,0,0,0,216,0,0,0,0,0,216,
"50601111054",0,0,0,239,0,0,0,0,0,0,239,
"50601111055",248,0,0,0,0,0,0,0,0,0,248,
"50601111056",157,0,0,0,0,0,0,0,0,0,157,
"50601111057",0,0,0,0,0,163,0,0,0,0,163,
"50601111058",0,0,0,0,0,255,0,0,0,0,255,
"50601111059",0,0,0,0,258,0,0,0,0,0,258,
"50601111101",0,0,0,0,0,0,0,0,0,0,0,
"50601111201",0,177,0,0,0,0,0,0,0,0,177,
"50601111202",125,0,0,0,0,0,0,0,0,0,125,
"50601111203",157,0,0,0,0,0,0,0,0,0,157,
"50601111204",163,0,0,0,0,0,0,0,0,0,163,
"50601111205",131,0,0,0,0,0,0,0,0,0,131,
"50601111206",159,0,0,0,0,0,0,0,0,0,159,
"50601111207",194,0,0,0,0,0,0,0,0,0,194,
"50601111208",128,0,0,0,0,0,0,0,0,0,128,
"50601111209",178,0,0,0,0,0,0,0,0,0,178,
"50601111210",152,0,0,0,0,0,0,0,0,0,152,
"50601111211",0,178,0,0,0,0,0,0,0,0,178,
"50601111212",138,0,0,0,0,0,0,0,0,0,138,
"50601111213",124,0,0,0,0,0,0,0,0,0,124,
"50601111215",0,0,0,0,111,0,0,0,0,0,111,
"50601111216",0,0,0,0,0,0,317,0,0,0,317,
"50601111217",0,0,0,0,0,0,0,0,0,0,0,
"50601111401",0,0,0,151,0,0,0,0,0,0,151,
"50601111402",0,0,0,0,0,183,0,0,0,0,183,
"50601111403",224,0,0,0,0,0,0,0,0,0,224,
"50601111404",0,0,0,134,0,0,0,0,0,0,134,
"50601111405",0,0,0,0,213,0,0,0,0,0,213,
"50601111406",0,0,0,208,0,0,0,0,0,0,208,
"50601111407",0,0,0,0,0,169,0,0,0,0,169,
"50601111408",0,0,94,0,0,0,0,0,0,0,94,
"50601111409",0,0,0,185,0,0,0,0,0,0,185,
"50601111410",0,0,184,0,0,0,0,0,0,0,184,
"50601111411",0,263,0,0,0,0,0,0,0,0,263,
"50601111412",283,0,0,0,0,0,0,0,0,0,283,
"50601111413",216,0,0,0,0,0,0,0,0,0,216,
"50601111414",226,0,0,0,0,0,0,0,0,0,226,
"50601111415",207,0,0,0,0,0,0,0,0,0,207,
"50601111416",197,0,0,0,0,0,0,0,0,0,197,
"50601111417",238,0,0,0,0,0,0,0,0,0,238,
"50601111418",0,0,0,0,0,0,0,0,0,0,0,
"50601111419",0,202,0,0,0,0,0,0,0,0,202,
"50601111420",0,0,0,0,0,0,146,0,0,0,146,
"50601111421",0,0,0,0,0,0,160,0,0,0,160,
"50601111422",0,152,0,0,0,0,0,0,0,0,152,
"50601111423",0,0,0,0,0,0,125,0,0,0,125,
"50601111424",0,0,0,100,0,0,0,0,0,0,100,
"50601111425",0,261,0,0,0,0,0,0,0,0,261,
"50601111426",0,198,0,0,0,0,0,0,0,0,198,
"50601111501",0,0,0,0,57,0,0,0,0,0,57,
"50601111503",0,0,0,0,165,0,0,0,0,0,165,
"50601111504",0,0,0,0,0,0,150,0,0,0,150,
"50601111506",0,0,0,0,0,0,0,236,0,0,236,
"50601111507",0,0,0,0,301,0,0,0,0,0,301,
"50601111508",0,0,0,0,0,0,160,0,0,0,160,
"50601111509",0,0,0,0,0,0,0,0,0,0,0,
"50601111510",0,0,155,0,0,0,0,0,0,0,155,
"50601111511",0,0,0,231,0,0,0,0,0,0,231,
"50601111512",0,0,0,0,0,0,0,151,0,0,151,
"50601111513",0,0,0,0,0,0,129,0,0,0,129,
"50601111514",0,0,0,238,0,0,0,0,0,0,238,
"50601111515",0,0,0,0,0,164,0,0,0,0,164,
"50601111516",0,0,0,0,195,0,0,0,0,0,195,
"50601111517",0,0,0,0,0,0,0,232,0,0,232,
"50601111518",0,0,0,0,0,0,58,0,0,0,58,
"50601111519",0,0,0,0,149,0,0,0,0,0,149,
"50601111520",0,0,0,0,0,0,0,0,275,0,275,
"50601111521",0,242,0,0,0,0,0,0,0,0,242,
"50601111601",0,0,0,0,0,0,94,0,0,0,94,
"50601111602",0,0,0,0,0,106,0,0,0,0,106,
"50601111603",0,0,0,0,0,206,0,0,0,0,206,
"50601111604",0,0,0,0,0,0,0,130,0,0,130,
"50601111605",0,0,0,0,0,0,0,141,0,0,141,
"50601111606",0,0,0,0,0,169,0,0,0,0,169,
"50601111607",0,0,0,0,0,0,0,94,0,0,94,
"50601111608",0,0,0,0,0,0,184,0,0,0,184,
"50601111609",0,0,0,0,0,0,0,86,0,0,86,
"50601111610",0,0,0,0,0,0,0,0,203,0,203,
"50601111611",0,0,0,0,0,159,0,0,0,0,159,
"50601111612",0,0,0,0,0,242,0,0,0,0,242,
"50601111613",0,0,0,0,0,0,166,0,0,0,166,
"50601111614",0,0,0,0,117,0,0,0,0,0,117,
"50601111615",0,0,0,0,0,0,0,255,0,0,255,
"50601111616",0,0,0,0,0,185,0,0,0,0,185,
"50601111617",0,0,0,0,0,0,0,116,0,0,116,
"50601111618",0,0,0,0,135,0,0,0,0,0,135,
"50601111701",0,163,0,0,0,0,0,0,0,0,163,
"50601111703",0,156,0,0,0,0,0,0,0,0,156,
"50601111704",0,131,0,0,0,0,0,0,0,0,131,
"50601111706",0,0,195,0,0,0,0,0,0,0,195,
"50601111708",0,0,248,0,0,0,0,0,0,0,248,
"50601111709",0,0,0,177,0,0,0,0,0,0,177,
"50601111710",0,178,0,0,0,0,0,0,0,0,178,
"50601111711",90,0,0,0,0,0,0,0,0,0,90,
"50601111712",0,0,149,0,0,0,0,0,0,0,149,
"50601111713",0,238,0,0,0,0,0,0,0,0,238,
"50601111714",0,198,0,0,0,0,0,0,0,0,198,
"50601111715",0,159,0,0,0,0,0,0,0,0,159,
"50601111716",0,118,0,0,0,0,0,0,0,0,118,
"50601111717",0,142,0,0,0,0,0,0,0,0,142,
"50601111718",0,136,0,0,0,0,0,0,0,0,136,
"50601111719",0,0,225,0,0,0,0,0,0,0,225,
"50601111720",0,0,0,161,0,0,0,0,0,0,161,
"50601111721",0,0,179,0,0,0,0,0,0,0,179,
"50601111722",0,0,0,192,0,0,0,0,0,0,192,
"50601111723",0,0,0,0,0,190,0,0,0,0,190,
"50601111724",0,0,0,251,0,0,0,0,0,0,251,
"50601111725",0,0,0,0,144,0,0,0,0,0,144,
"50601111726",0,0,151,0,0,0,0,0,0,0,151,
"50601130701",0,0,0,0,0,0,0,170,0,0,170,
"50601130702",0,0,0,0,0,0,0,200,0,0,200,
"50601130703",0,0,0,0,0,0,141,0,0,0,141,
"50601130704",0,0,0,0,0,0,185,0,0,0,185,
"50601130705",0,0,0,0,0,0,0,221,0,0,221,
"50601130706",0,0,0,0,0,0,0,208,0,0,208,
"50601130707",0,0,0,0,0,0,193,0,0,0,193,
"50601130708",0,0,0,0,0,0,0,0,115,0,115,
"50601130709",0,0,0,0,0,0,260,0,0,0,260,
"50601130710",0,0,0,0,0,0,0,260,0,0,260,
"50601130711",0,0,0,0,0,0,0,0,275,0,275,
"50601130712",0,0,0,0,195,0,0,0,0,0,195,
"50601130713",0,0,0,0,0,223,0,0,0,0,223,
"50601130714",0,0,0,0,0,0,187,0,0,0,187,
"50601130715",0,0,0,0,0,0,0,176,0,0,176,
"50601130716",0,0,0,0,0,0,180,0,0,0,180,
"50601130717",0,0,0,0,0,0,0,337,0,0,337,
"50601130718",0,0,29,0,0,0,0,0,0,0,29,
"50601130719",0,0,0,0,0,0,231,0,0,0,231,
"50601130801",0,0,0,0,0,0,133,0,0,0,133,
"50601130802",0,0,0,0,0,0,0,127,0,0,127,
"50601130803",0,0,0,0,0,103,0,0,0,0,103,
"50601130804",0,0,0,0,0,0,0,171,0,0,171,
"50601130805",0,0,178,0,0,0,0,0,0,0,178,
"50601130806",0,0,0,0,0,0,0,0,128,0,128,
"50601130807",0,0,0,0,0,0,140,0,0,0,140,
"50601130808",0,0,0,0,0,0,0,165,0,0,165,
"50601130809",0,0,0,0,0,0,0,119,0,0,119,
"50601130810",0,0,0,0,0,0,0,0,0,0,0,
"50601130811",0,0,0,0,0,0,0,0,197,0,197,
"50601130812",0,0,0,0,0,0,0,155,0,0,155,
"50601130813",0,0,0,0,0,0,161,0,0,0,161,
"50601130814",0,0,0,0,0,0,0,0,78,0,78,
"50601130815",0,0,0,0,0,0,182,0,0,0,182,
"50601130816",0,0,0,0,0,0,0,0,250,0,250,
"50601130817",0,0,0,0,0,0,0,0,211,0,211,
"50601130818",0,0,0,0,0,0,0,136,0,0,136,
"50601130819",0,0,0,0,0,0,0,0,200,0,200,
"50601130820",0,0,63,0,0,0,0,0,0,0,63,
"50601130821",0,0,0,0,0,0,227,0,0,0,227,
"50601130822",0,0,0,0,0,0,0,0,157,0,157,
"50601130823",0,0,0,0,0,0,0,144,0,0,144,
"50601130824",0,0,0,0,0,0,0,204,0,0,204,
"50601130825",0,0,0,0,0,0,0,167,0,0,167,
"50601130826",0,0,0,0,0,0,0,113,0,0,113,
"50601130827",0,0,0,0,0,0,128,0,0,0,128,
"50601130828",0,0,0,0,0,0,0,181,0,0,181,
"50601130829",0,0,0,0,0,0,0,0,0,0,0,
"50601130830",0,0,0,0,0,0,0,0,0,0,0,
"50601130831",0,0,0,0,0,0,0,156,0,0,156,
"50601130832",0,0,0,0,0,0,113,0,0,0,113,
"50601130833",0,0,0,0,121,0,0,0,0,0,121,
"50601130834",0,0,0,0,0,0,0,191,0,0,191,
"50601130835",0,0,0,0,0,0,0,0,124,0,124,
"50601130836",0,0,0,0,0,0,0,197,0,0,197,
"50601130837",0,0,0,0,0,0,0,130,0,0,130,
"50602111801",0,0,154,0,0,0,0,0,0,0,154,
"50602111802",0,0,155,0,0,0,0,0,0,0,155,
"50602111803",0,0,0,0,330,0,0,0,0,0,330,
"50602111804",0,0,0,274,0,0,0,0,0,0,274,
"50602111805",0,0,184,0,0,0,0,0,0,0,184,
"50602111806",0,0,0,0,0,0,0,0,188,0,188,
"50602111807",0,0,0,0,345,0,0,0,0,0,345,
"50602111808",0,0,0,0,0,0,0,189,0,0,189,
"50602111809",0,0,0,0,0,244,0,0,0,0,244,
"50602111810",0,0,0,0,0,336,0,0,0,0,336,
"50602111812",0,0,0,0,186,0,0,0,0,0,186,
"50602111813",0,0,0,189,0,0,0,0,0,0,189,
"50602111814",0,0,0,246,0,0,0,0,0,0,246,
"50602111815",0,0,0,0,0,222,0,0,0,0,222,
"50602111816",251,0,0,0,0,0,0,0,0,0,251,
"50602111818",0,0,0,0,402,0,0,0,0,0,402,
"50602111819",0,0,230,0,0,0,0,0,0,0,230,
"50602111821",0,0,291,0,0,0,0,0,0,0,291,
"50602111822",0,245,0,0,0,0,0,0,0,0,245,
"50602111823",0,0,0,271,0,0,0,0,0,0,271,
"50602111824",0,0,278,0,0,0,0,0,0,0,278,
"50602111825",0,0,0,321,0,0,0,0,0,0,321,
"50602111826",0,173,0,0,0,0,0,0,0,0,173,
"50602111827",0,0,184,0,0,0,0,0,0,0,184,
